family,n_nat,n_alt,tokens_per_prompt_nat,tokens_per_prompt_alt,layer,rel_norm,split_half_cos,cos_read_write,cos_read_write_L24
js_template,198,198,8.18,10.55,17,0.3817,0.996,0.282,0.013
js_template,198,198,8.18,10.55,18,0.3811,0.996,0.264,0.022
js_template,198,198,8.18,10.55,19,0.3635,0.996,0.296,0.027
js_template,198,198,8.18,10.55,20,0.3367,0.996,0.272,0.039
js_template,198,198,8.18,10.55,21,0.3545,0.996,0.24,0.046
js_template,198,198,8.18,10.55,22,0.3226,0.995,0.236,0.049
js_template,198,198,8.18,10.55,23,0.3463,0.996,0.21,0.111
js_template,198,198,8.18,10.55,24,0.3175,0.995,0.325,0.325
js_template,198,198,8.18,10.55,25,0.2924,0.995,0.382,0.31
js_template,198,198,8.18,10.55,26,0.2861,0.994,0.379,0.29
js_template,198,198,8.18,10.55,27,0.307,0.994,0.45,0.279
js_template,198,198,8.18,10.55,28,0.7213,0.999,0.335,0.065
num_separators,131,131,18.92,7.53,0,1.6539,,,0.029
num_separators,131,131,18.92,7.53,1,1.101,0.999,0.023,-0.031
num_separators,131,131,18.92,7.53,2,0.9568,0.999,-0.057,-0.029
num_separators,131,131,18.92,7.53,3,0.9052,0.999,-0.086,-0.028
num_separators,131,131,18.92,7.53,4,0.9114,0.999,-0.082,-0.028
num_separators,131,131,18.92,7.53,5,1.1994,0.999,-0.121,-0.014
num_separators,131,131,18.92,7.53,6,1.7441,0.999,-0.072,-0.065
num_separators,131,131,18.92,7.53,7,1.5265,0.999,-0.099,-0.08
num_separators,131,131,18.92,7.53,8,1.3845,0.998,-0.113,-0.071
num_separators,131,131,18.92,7.53,9,1.266,0.998,-0.149,-0.044
num_separators,131,131,18.92,7.53,10,1.1849,0.998,-0.125,-0.062
num_separators,131,131,18.92,7.53,11,1.1182,0.998,-0.141,-0.087
num_separators,131,131,18.92,7.53,12,1.1294,0.997,-0.19,-0.067
num_separators,131,131,18.92,7.53,13,1.1326,0.997,-0.193,-0.072
num_separators,131,131,18.92,7.53,14,1.0361,0.997,-0.194,-0.077
num_separators,131,131,18.92,7.53,15,0.9718,0.997,-0.133,-0.066
num_separators,131,131,18.92,7.53,16,0.9225,0.997,-0.152,-0.077
num_separators,131,131,18.92,7.53,17,0.8846,0.997,-0.142,-0.075
num_separators,131,131,18.92,7.53,18,0.8578,0.996,-0.112,-0.067
num_separators,131,131,18.92,7.53,19,0.8156,0.996,-0.12,-0.087
num_separators,131,131,18.92,7.53,20,0.7705,0.996,-0.104,-0.097
num_separators,131,131,18.92,7.53,21,0.7986,0.996,-0.083,-0.102
num_separators,131,131,18.92,7.53,22,0.7491,0.996,-0.064,-0.106
num_separators,131,131,18.92,7.53,23,0.7632,0.996,-0.082,-0.1
num_separators,131,131,18.92,7.53,24,0.739,0.996,-0.171,-0.171
num_separators,131,131,18.92,7.53,25,0.6496,0.995,-0.139,-0.156
num_separators,131,131,18.92,7.53,26,0.5952,0.994,-0.098,-0.11
num_separators,131,131,18.92,7.53,27,0.5775,0.994,-0.097,-0.08
num_separators,131,131,18.92,7.53,28,0.4832,0.998,-0.441,-0.027
hex_constants,177,177,6.52,10.96,0,0.9892,,,-0.03
hex_constants,177,177,6.52,10.96,1,0.5828,0.996,-0.019,-0.052
hex_constants,177,177,6.52,10.96,2,0.5169,0.996,-0.08,-0.06
hex_constants,177,177,6.52,10.96,3,0.7147,0.998,-0.019,-0.008
hex_constants,177,177,6.52,10.96,4,0.6933,0.996,0.013,-0.009
hex_constants,177,177,6.52,10.96,5,0.6982,0.995,-0.013,-0.014
hex_constants,177,177,6.52,10.96,6,0.7278,0.995,-0.034,-0.007
hex_constants,177,177,6.52,10.96,7,0.7515,0.994,-0.02,0.013
hex_constants,177,177,6.52,10.96,8,0.8452,0.994,0.045,0.028
hex_constants,177,177,6.52,10.96,9,0.8587,0.993,0.029,0.019
hex_constants,177,177,6.52,10.96,10,0.8,0.993,0.107,0.037
hex_constants,177,177,6.52,10.96,11,0.7441,0.993,0.09,0.041
hex_constants,177,177,6.52,10.96,12,0.7485,0.992,0.076,0.04
hex_constants,177,177,6.52,10.96,13,0.7593,0.992,0.08,0.06
hex_constants,177,177,6.52,10.96,14,0.6831,0.991,0.081,0.066
hex_constants,177,177,6.52,10.96,15,0.6883,0.991,0.091,0.071
hex_constants,177,177,6.52,10.96,16,0.6354,0.99,0.077,0.076
hex_constants,177,177,6.52,10.96,17,0.618,0.99,0.092,0.08
hex_constants,177,177,6.52,10.96,18,0.6434,0.99,0.171,0.111
hex_constants,177,177,6.52,10.96,19,0.6447,0.991,0.184,0.118
hex_constants,177,177,6.52,10.96,20,0.6172,0.992,0.242,0.139
hex_constants,177,177,6.52,10.96,21,0.5961,0.991,0.264,0.182
hex_constants,177,177,6.52,10.96,22,0.5802,0.992,0.285,0.187
hex_constants,177,177,6.52,10.96,23,0.7171,0.995,0.333,0.292
hex_constants,177,177,6.52,10.96,24,0.6535,0.993,0.327,0.327
hex_constants,177,177,6.52,10.96,25,0.5839,0.992,0.305,0.305
hex_constants,177,177,6.52,10.96,26,0.5479,0.993,0.365,0.283
hex_constants,177,177,6.52,10.96,27,0.5071,0.992,0.311,0.245
hex_constants,177,177,6.52,10.96,28,0.4614,0.995,0.069,0.078
float_literals,162,162,7.82,4.06,0,1.3849,,,0.027
float_literals,162,162,7.82,4.06,1,0.6792,0.986,0.029,-0.035
float_literals,162,162,7.82,4.06,2,0.5778,0.985,0.123,-0.036
float_literals,162,162,7.82,4.06,3,0.5808,0.984,0.123,-0.035
float_literals,162,162,7.82,4.06,4,0.6273,0.981,0.241,-0.051
float_literals,162,162,7.82,4.06,5,0.6399,0.981,0.275,-0.047
float_literals,162,162,7.82,4.06,6,0.8182,0.98,0.332,-0.049
float_literals,162,162,7.82,4.06,7,0.8337,0.981,0.361,-0.034
float_literals,162,162,7.82,4.06,8,0.8552,0.982,0.384,-0.01
float_literals,162,162,7.82,4.06,9,0.8584,0.981,0.367,0.023
float_literals,162,162,7.82,4.06,10,0.7716,0.982,0.375,0.012
float_literals,162,162,7.82,4.06,11,0.7233,0.982,0.339,0.011
float_literals,162,162,7.82,4.06,12,0.7283,0.981,0.343,0.017
float_literals,162,162,7.82,4.06,13,0.7243,0.981,0.352,0.026
float_literals,162,162,7.82,4.06,14,0.6662,0.98,0.352,0.026
float_literals,162,162,7.82,4.06,15,0.6427,0.98,0.341,0.037
float_literals,162,162,7.82,4.06,16,0.5974,0.978,0.321,0.031
float_literals,162,162,7.82,4.06,17,0.5814,0.977,0.3,0.034
float_literals,162,162,7.82,4.06,18,0.5935,0.977,0.259,0.032
float_literals,162,162,7.82,4.06,19,0.5817,0.977,0.219,0.034
float_literals,162,162,7.82,4.06,20,0.5605,0.977,0.185,0.016
float_literals,162,162,7.82,4.06,21,0.567,0.975,0.124,0.003
float_literals,162,162,7.82,4.06,22,0.5354,0.979,0.086,-0.01
float_literals,162,162,7.82,4.06,23,0.5869,0.976,0.015,-0.0
float_literals,162,162,7.82,4.06,24,0.5277,0.972,-0.023,-0.023
float_literals,162,162,7.82,4.06,25,0.4474,0.969,-0.029,-0.032
float_literals,162,162,7.82,4.06,26,0.4396,0.971,0.002,-0.005
float_literals,162,162,7.82,4.06,27,0.4124,0.971,-0.027,0.003
float_literals,162,162,7.82,4.06,28,0.4559,0.988,-0.118,0.013
sql_bool_case,133,133,4.0,4.0,0,1.1576,,,-0.009
sql_bool_case,133,133,4.0,4.0,1,0.755,0.999,0.029,-0.018
sql_bool_case,133,133,4.0,4.0,2,0.6852,0.999,0.031,-0.023
sql_bool_case,133,133,4.0,4.0,3,0.6147,0.999,0.055,-0.033
sql_bool_case,133,133,4.0,4.0,4,0.5669,0.998,0.059,-0.029
sql_bool_case,133,133,4.0,4.0,5,0.5653,0.999,0.021,-0.041
sql_bool_case,133,133,4.0,4.0,6,0.4866,0.998,-0.006,-0.044
sql_bool_case,133,133,4.0,4.0,7,0.4584,0.998,0.028,-0.04
sql_bool_case,133,133,4.0,4.0,8,0.4659,0.998,0.05,-0.035
sql_bool_case,133,133,4.0,4.0,9,0.4392,0.998,0.067,-0.034
sql_bool_case,133,133,4.0,4.0,10,0.4097,0.998,0.067,-0.034
sql_bool_case,133,133,4.0,4.0,11,0.4052,0.999,0.077,-0.036
sql_bool_case,133,133,4.0,4.0,12,0.4022,0.999,0.078,-0.033
sql_bool_case,133,133,4.0,4.0,13,0.3954,0.999,0.083,-0.033
sql_bool_case,133,133,4.0,4.0,14,0.3607,0.999,0.085,-0.031
sql_bool_case,133,133,4.0,4.0,15,0.3422,0.999,0.067,-0.031
sql_bool_case,133,133,4.0,4.0,16,0.3291,0.999,0.048,-0.04
sql_bool_case,133,133,4.0,4.0,17,0.3176,0.999,0.057,-0.033
sql_bool_case,133,133,4.0,4.0,18,0.3011,0.999,0.038,-0.031
sql_bool_case,133,133,4.0,4.0,19,0.2906,0.999,0.052,-0.025
sql_bool_case,133,133,4.0,4.0,20,0.2771,0.999,0.062,-0.029
sql_bool_case,133,133,4.0,4.0,21,0.3069,0.999,0.048,-0.037
sql_bool_case,133,133,4.0,4.0,22,0.2704,0.999,0.041,-0.046
sql_bool_case,133,133,4.0,4.0,23,0.2732,0.999,-0.006,-0.037
sql_bool_case,133,133,4.0,4.0,24,0.2738,0.999,-0.019,-0.019
sql_bool_case,133,133,4.0,4.0,25,0.2268,0.999,0.026,-0.012
sql_bool_case,133,133,4.0,4.0,26,0.1971,0.998,0.07,0.014
sql_bool_case,133,133,4.0,4.0,27,0.168,0.998,0.098,0.025
sql_bool_case,133,133,4.0,4.0,28,0.1492,0.995,0.259,0.033
py2_print,200,200,6.57,7.31,0,1.0385,,,-0.015
py2_print,200,200,6.57,7.31,1,0.4331,0.98,0.043,-0.002
py2_print,200,200,6.57,7.31,2,0.3746,0.98,0.092,0.001
py2_print,200,200,6.57,7.31,3,0.3635,0.979,0.114,0.013
py2_print,200,200,6.57,7.31,4,0.387,0.98,0.18,0.026
py2_print,200,200,6.57,7.31,5,0.4248,0.98,0.178,0.034
py2_print,200,200,6.57,7.31,6,0.4361,0.981,0.131,0.029
py2_print,200,200,6.57,7.31,7,0.4363,0.982,0.142,0.038
py2_print,200,200,6.57,7.31,8,0.4724,0.983,0.289,0.069
py2_print,200,200,6.57,7.31,9,0.4539,0.983,0.299,0.105
py2_print,200,200,6.57,7.31,10,0.4169,0.985,0.426,0.15
py2_print,200,200,6.57,7.31,11,0.4127,0.985,0.391,0.157
py2_print,200,200,6.57,7.31,12,0.4002,0.984,0.389,0.155
py2_print,200,200,6.57,7.31,13,0.4066,0.985,0.402,0.164
py2_print,200,200,6.57,7.31,14,0.3802,0.984,0.402,0.167
py2_print,200,200,6.57,7.31,15,0.367,0.985,0.421,0.172
py2_print,200,200,6.57,7.31,16,0.3384,0.984,0.417,0.181
py2_print,200,200,6.57,7.31,17,0.3391,0.984,0.443,0.195
py2_print,200,200,6.57,7.31,18,0.3404,0.984,0.415,0.225
py2_print,200,200,6.57,7.31,19,0.3282,0.984,0.486,0.258
py2_print,200,200,6.57,7.31,20,0.3069,0.984,0.529,0.301
py2_print,200,200,6.57,7.31,21,0.3112,0.984,0.507,0.303
py2_print,200,200,6.57,7.31,22,0.2839,0.983,0.476,0.283
py2_print,200,200,6.57,7.31,23,0.3108,0.984,0.447,0.359
py2_print,200,200,6.57,7.31,24,0.2921,0.985,0.376,0.376
py2_print,200,200,6.57,7.31,25,0.2604,0.984,0.362,0.357
py2_print,200,200,6.57,7.31,26,0.2638,0.985,0.367,0.335
py2_print,200,200,6.57,7.31,27,0.2654,0.984,0.378,0.281
py2_print,200,200,6.57,7.31,28,0.3607,0.983,0.733,0.105
py2_iter,144,144,4.94,6.07,0,1.0316,,,0.006
py2_iter,144,144,4.94,6.07,1,0.6619,0.988,0.076,-0.007
py2_iter,144,144,4.94,6.07,2,0.5744,0.986,0.039,-0.004
py2_iter,144,144,4.94,6.07,3,0.5361,0.986,0.01,-0.011
py2_iter,144,144,4.94,6.07,4,0.5615,0.986,0.009,0.007
py2_iter,144,144,4.94,6.07,5,0.5377,0.984,0.029,-0.0
py2_iter,144,144,4.94,6.07,6,0.6989,0.992,0.005,0.012
py2_iter,144,144,4.94,6.07,7,0.7062,0.992,0.025,0.015
py2_iter,144,144,4.94,6.07,8,0.7126,0.991,0.182,0.037
py2_iter,144,144,4.94,6.07,9,0.6627,0.99,0.161,0.044
py2_iter,144,144,4.94,6.07,10,0.6036,0.99,0.303,0.08
py2_iter,144,144,4.94,6.07,11,0.5889,0.99,0.291,0.087
py2_iter,144,144,4.94,6.07,12,0.5874,0.989,0.281,0.089
py2_iter,144,144,4.94,6.07,13,0.6045,0.989,0.299,0.101
py2_iter,144,144,4.94,6.07,14,0.5946,0.989,0.317,0.106
py2_iter,144,144,4.94,6.07,15,0.5604,0.989,0.294,0.107
py2_iter,144,144,4.94,6.07,16,0.5364,0.988,0.284,0.118
py2_iter,144,144,4.94,6.07,17,0.5253,0.987,0.278,0.117
py2_iter,144,144,4.94,6.07,18,0.5323,0.987,0.237,0.129
py2_iter,144,144,4.94,6.07,19,0.4851,0.987,0.302,0.164
py2_iter,144,144,4.94,6.07,20,0.452,0.987,0.37,0.184
py2_iter,144,144,4.94,6.07,21,0.4621,0.987,0.295,0.174
py2_iter,144,144,4.94,6.07,22,0.4314,0.985,0.312,0.159
py2_iter,144,144,4.94,6.07,23,0.438,0.983,0.324,0.268
py2_iter,144,144,4.94,6.07,24,0.4133,0.984,0.353,0.353
py2_iter,144,144,4.94,6.07,25,0.3439,0.981,0.341,0.318
py2_iter,144,144,4.94,6.07,26,0.3104,0.98,0.275,0.288
py2_iter,144,144,4.94,6.07,27,0.2731,0.978,0.209,0.251
py2_iter,144,144,4.94,6.07,28,0.2991,0.971,0.428,0.148
py2_except,177,177,4.02,4.0,0,1.3496,,,-0.015
py2_except,177,177,4.02,4.0,1,0.9178,1.0,-0.023,-0.037
py2_except,177,177,4.02,4.0,2,0.8655,1.0,-0.028,-0.038
py2_except,177,177,4.02,4.0,3,0.84,1.0,-0.013,-0.023
py2_except,177,177,4.02,4.0,4,0.8036,1.0,-0.022,-0.037
py2_except,177,177,4.02,4.0,5,0.7617,1.0,-0.009,-0.038
py2_except,177,177,4.02,4.0,6,0.8631,1.0,0.004,-0.027
py2_except,177,177,4.02,4.0,7,0.8696,1.0,-0.003,-0.028
py2_except,177,177,4.02,4.0,8,0.8111,1.0,0.094,-0.035
py2_except,177,177,4.02,4.0,9,0.754,1.0,0.071,-0.029
py2_except,177,177,4.02,4.0,10,0.6605,1.0,0.141,-0.04
py2_except,177,177,4.02,4.0,11,0.6244,1.0,0.14,-0.024
py2_except,177,177,4.02,4.0,12,0.6054,1.0,0.135,-0.023
py2_except,177,177,4.02,4.0,13,0.635,1.0,0.162,-0.018
py2_except,177,177,4.02,4.0,14,0.6629,1.0,0.177,-0.018
py2_except,177,177,4.02,4.0,15,0.6474,1.0,0.164,-0.01
py2_except,177,177,4.02,4.0,16,0.6429,1.0,0.173,-0.019
py2_except,177,177,4.02,4.0,17,0.6265,1.0,0.083,-0.023
py2_except,177,177,4.02,4.0,18,0.6279,1.0,-0.012,-0.029
py2_except,177,177,4.02,4.0,19,0.5783,1.0,-0.004,-0.025
py2_except,177,177,4.02,4.0,20,0.5307,1.0,0.057,-0.042
py2_except,177,177,4.02,4.0,21,0.5048,0.999,0.043,-0.061
py2_except,177,177,4.02,4.0,22,0.4758,0.999,0.041,-0.063
py2_except,177,177,4.02,4.0,23,0.428,0.999,-0.028,-0.051
py2_except,177,177,4.02,4.0,24,0.3764,0.999,-0.018,-0.018
py2_except,177,177,4.02,4.0,25,0.3361,0.999,-0.019,-0.027
py2_except,177,177,4.02,4.0,26,0.3112,0.999,0.029,-0.02
py2_except,177,177,4.02,4.0,27,0.2771,0.999,0.026,-0.008
py2_except,177,177,4.02,4.0,28,0.2721,0.999,-0.177,-0.025
js_var,200,200,4.0,4.0,0,1.2378,,,-0.044
js_var,200,200,4.0,4.0,1,0.7428,1.0,0.028,-0.083
js_var,200,200,4.0,4.0,2,0.8007,1.0,-0.049,-0.069
js_var,200,200,4.0,4.0,3,0.6704,1.0,-0.028,-0.07
js_var,200,200,4.0,4.0,4,0.687,1.0,0.081,-0.077
js_var,200,200,4.0,4.0,5,0.7352,1.0,0.077,-0.091
js_var,200,200,4.0,4.0,6,0.6469,1.0,0.085,-0.098
js_var,200,200,4.0,4.0,7,0.6798,1.0,0.124,-0.086
js_var,200,200,4.0,4.0,8,0.6893,1.0,0.256,-0.088
js_var,200,200,4.0,4.0,9,0.6673,0.999,0.267,-0.075
js_var,200,200,4.0,4.0,10,0.5798,0.999,0.318,-0.078
js_var,200,200,4.0,4.0,11,0.5535,0.999,0.336,-0.079
js_var,200,200,4.0,4.0,12,0.5418,0.999,0.33,-0.075
js_var,200,200,4.0,4.0,13,0.5383,0.999,0.325,-0.075
js_var,200,200,4.0,4.0,14,0.5082,0.999,0.324,-0.072
js_var,200,200,4.0,4.0,15,0.4922,0.999,0.317,-0.074
js_var,200,200,4.0,4.0,16,0.4673,0.999,0.312,-0.066
js_var,200,200,4.0,4.0,17,0.4599,0.999,0.306,-0.064
js_var,200,200,4.0,4.0,18,0.4376,0.998,0.268,-0.061
js_var,200,200,4.0,4.0,19,0.3938,0.998,0.3,-0.043
js_var,200,200,4.0,4.0,20,0.3504,0.998,0.297,-0.033
js_var,200,200,4.0,4.0,21,0.3379,0.998,0.262,-0.035
js_var,200,200,4.0,4.0,22,0.3397,0.998,0.212,-0.061
js_var,200,200,4.0,4.0,23,0.3033,0.997,0.146,-0.015
js_var,200,200,4.0,4.0,24,0.2695,0.997,-0.004,-0.004
js_var,200,200,4.0,4.0,25,0.2216,0.996,0.048,0.008
js_var,200,200,4.0,4.0,26,0.1896,0.995,0.056,0.005
js_var,200,200,4.0,4.0,27,0.1607,0.993,0.11,0.026
js_var,200,200,4.0,4.0,28,0.0836,0.99,0.167,0.066
js_arrow,196,196,5.16,9.47,0,1.0691,,,-0.012
js_arrow,196,196,5.16,9.47,1,0.5792,0.996,0.099,-0.035
js_arrow,196,196,5.16,9.47,2,0.6058,0.997,0.07,-0.042
js_arrow,196,196,5.16,9.47,3,0.5538,0.997,0.129,-0.047
js_arrow,196,196,5.16,9.47,4,0.5812,0.996,0.22,-0.046
js_arrow,196,196,5.16,9.47,5,0.6085,0.996,0.267,-0.031
js_arrow,196,196,5.16,9.47,6,0.5658,0.996,0.322,-0.037
js_arrow,196,196,5.16,9.47,7,0.5567,0.996,0.277,-0.013
js_arrow,196,196,5.16,9.47,8,0.5683,0.995,0.287,-0.034
js_arrow,196,196,5.16,9.47,9,0.5621,0.995,0.284,-0.014
js_arrow,196,196,5.16,9.47,10,0.4935,0.994,0.302,-0.006
js_arrow,196,196,5.16,9.47,11,0.4683,0.994,0.329,0.009
js_arrow,196,196,5.16,9.47,12,0.4622,0.993,0.303,0.016
js_arrow,196,196,5.16,9.47,13,0.4536,0.993,0.292,0.018
js_arrow,196,196,5.16,9.47,14,0.4324,0.993,0.278,0.032
js_arrow,196,196,5.16,9.47,15,0.4119,0.993,0.275,0.03
js_arrow,196,196,5.16,9.47,16,0.3806,0.993,0.272,0.03
js_arrow,196,196,5.16,9.47,17,0.3803,0.993,0.262,0.04
js_arrow,196,196,5.16,9.47,18,0.3781,0.992,0.166,0.049
js_arrow,196,196,5.16,9.47,19,0.3546,0.992,0.202,0.052
js_arrow,196,196,5.16,9.47,20,0.337,0.992,0.208,0.045
js_arrow,196,196,5.16,9.47,21,0.3512,0.992,0.209,0.061
js_arrow,196,196,5.16,9.47,22,0.3503,0.992,0.216,0.067
js_arrow,196,196,5.16,9.47,23,0.3522,0.991,0.13,0.077
js_arrow,196,196,5.16,9.47,24,0.3099,0.989,0.14,0.14
js_arrow,196,196,5.16,9.47,25,0.2663,0.988,0.15,0.127
js_arrow,196,196,5.16,9.47,26,0.2737,0.989,0.183,0.117
js_arrow,196,196,5.16,9.47,27,0.2799,0.989,0.176,0.103
js_arrow,196,196,5.16,9.47,28,0.6007,0.994,-0.128,0.014
js_semicolons,146,146,4.46,4.32,0,0.7276,,,-0.007
js_semicolons,146,146,4.46,4.32,1,0.3771,0.994,-0.023,-0.058
js_semicolons,146,146,4.46,4.32,2,0.2995,0.993,-0.005,-0.071
js_semicolons,146,146,4.46,4.32,3,0.2986,0.995,0.008,-0.057
js_semicolons,146,146,4.46,4.32,4,0.5136,0.997,0.037,-0.036
js_semicolons,146,146,4.46,4.32,5,0.5068,0.996,0.03,-0.022
js_semicolons,146,146,4.46,4.32,6,0.498,0.995,0.209,-0.004
js_semicolons,146,146,4.46,4.32,7,0.4285,0.992,0.202,-0.009
js_semicolons,146,146,4.46,4.32,8,0.482,0.991,0.196,-0.017
js_semicolons,146,146,4.46,4.32,9,0.4391,0.99,0.182,-0.008
js_semicolons,146,146,4.46,4.32,10,0.3939,0.989,0.267,-0.003
js_semicolons,146,146,4.46,4.32,11,0.3954,0.99,0.231,-0.0
js_semicolons,146,146,4.46,4.32,12,0.3803,0.99,0.228,0.001
js_semicolons,146,146,4.46,4.32,13,0.3682,0.989,0.242,0.004
js_semicolons,146,146,4.46,4.32,14,0.3422,0.989,0.24,0.001
js_semicolons,146,146,4.46,4.32,15,0.35,0.988,0.23,0.008
js_semicolons,146,146,4.46,4.32,16,0.3123,0.988,0.196,0.001
js_semicolons,146,146,4.46,4.32,17,0.3178,0.987,0.165,0.017
js_semicolons,146,146,4.46,4.32,18,0.3073,0.985,0.177,0.039
js_semicolons,146,146,4.46,4.32,19,0.2777,0.987,0.221,0.086
js_semicolons,146,146,4.46,4.32,20,0.2558,0.984,0.417,0.161
js_semicolons,146,146,4.46,4.32,21,0.2708,0.984,0.368,0.141
js_semicolons,146,146,4.46,4.32,22,0.3061,0.99,0.203,0.102
js_semicolons,146,146,4.46,4.32,23,0.3728,0.99,0.209,0.199
js_semicolons,146,146,4.46,4.32,24,0.3246,0.991,0.223,0.223
js_semicolons,146,146,4.46,4.32,25,0.2623,0.989,0.178,0.235
js_semicolons,146,146,4.46,4.32,26,0.2226,0.985,0.175,0.235
js_semicolons,146,146,4.46,4.32,27,0.1934,0.982,0.189,0.193
js_semicolons,146,146,4.46,4.32,28,0.1047,0.969,0.108,0.109
js_strict_eq,107,107,4.0,4.0,0,1.1772,,,0.017
js_strict_eq,107,107,4.0,4.0,1,0.7643,1.0,0.069,-0.028
js_strict_eq,107,107,4.0,4.0,2,0.6139,1.0,0.038,-0.045
js_strict_eq,107,107,4.0,4.0,3,0.6134,1.0,0.043,-0.038
js_strict_eq,107,107,4.0,4.0,4,0.6044,1.0,0.044,-0.044
js_strict_eq,107,107,4.0,4.0,5,0.6448,1.0,0.05,-0.06
js_strict_eq,107,107,4.0,4.0,6,0.8103,1.0,0.038,-0.046
js_strict_eq,107,107,4.0,4.0,7,0.8258,1.0,0.074,-0.031
js_strict_eq,107,107,4.0,4.0,8,0.8133,0.999,0.2,-0.052
js_strict_eq,107,107,4.0,4.0,9,0.7495,0.999,0.204,-0.038
js_strict_eq,107,107,4.0,4.0,10,0.6645,0.999,0.228,-0.05
js_strict_eq,107,107,4.0,4.0,11,0.6432,0.999,0.197,-0.055
js_strict_eq,107,107,4.0,4.0,12,0.6345,0.999,0.193,-0.051
js_strict_eq,107,107,4.0,4.0,13,0.6125,0.999,0.192,-0.051
js_strict_eq,107,107,4.0,4.0,14,0.5923,0.999,0.178,-0.053
js_strict_eq,107,107,4.0,4.0,15,0.596,0.999,0.156,-0.05
js_strict_eq,107,107,4.0,4.0,16,0.5499,0.999,0.133,-0.054
js_strict_eq,107,107,4.0,4.0,17,0.5406,0.999,0.135,-0.047
js_strict_eq,107,107,4.0,4.0,18,0.5381,0.999,0.104,-0.027
js_strict_eq,107,107,4.0,4.0,19,0.4961,0.999,0.136,-0.024
js_strict_eq,107,107,4.0,4.0,20,0.4452,0.998,0.215,-0.006
js_strict_eq,107,107,4.0,4.0,21,0.4719,0.999,0.206,-0.007
js_strict_eq,107,107,4.0,4.0,22,0.4515,0.999,0.215,-0.013
js_strict_eq,107,107,4.0,4.0,23,0.4182,0.998,0.08,0.021
js_strict_eq,107,107,4.0,4.0,24,0.3655,0.998,0.035,0.035
js_strict_eq,107,107,4.0,4.0,25,0.2972,0.998,0.092,0.047
js_strict_eq,107,107,4.0,4.0,26,0.2529,0.997,0.119,0.042
js_strict_eq,107,107,4.0,4.0,27,0.2107,0.997,0.109,0.037
js_strict_eq,107,107,4.0,4.0,28,0.1213,0.993,0.15,0.033
trailing_commas,130,130,4.21,4.15,0,0.9274,,,-0.015
trailing_commas,130,130,4.21,4.15,1,0.4062,0.977,0.064,-0.021
trailing_commas,130,130,4.21,4.15,2,0.3375,0.976,0.003,-0.018
trailing_commas,130,130,4.21,4.15,3,0.3111,0.975,0.006,-0.02
trailing_commas,130,130,4.21,4.15,4,0.3954,0.978,0.009,-0.029
trailing_commas,130,130,4.21,4.15,5,0.4585,0.976,-0.022,-0.025
trailing_commas,130,130,4.21,4.15,6,0.5018,0.973,0.024,-0.029
trailing_commas,130,130,4.21,4.15,7,0.48,0.973,0.03,-0.031
trailing_commas,130,130,4.21,4.15,8,0.5474,0.974,0.087,-0.018
trailing_commas,130,130,4.21,4.15,9,0.522,0.971,0.115,-0.0
trailing_commas,130,130,4.21,4.15,10,0.4982,0.974,0.134,-0.007
trailing_commas,130,130,4.21,4.15,11,0.4802,0.974,0.145,-0.008
trailing_commas,130,130,4.21,4.15,12,0.4667,0.972,0.146,-0.013
trailing_commas,130,130,4.21,4.15,13,0.4623,0.973,0.126,-0.016
trailing_commas,130,130,4.21,4.15,14,0.4372,0.974,0.137,-0.017
trailing_commas,130,130,4.21,4.15,15,0.4356,0.973,0.084,-0.016
trailing_commas,130,130,4.21,4.15,16,0.4095,0.973,0.122,-0.028
trailing_commas,130,130,4.21,4.15,17,0.4009,0.971,0.096,-0.004
trailing_commas,130,130,4.21,4.15,18,0.4151,0.97,0.122,0.006
trailing_commas,130,130,4.21,4.15,19,0.4223,0.972,0.096,0.002
trailing_commas,130,130,4.21,4.15,20,0.3904,0.97,0.141,-0.002
trailing_commas,130,130,4.21,4.15,21,0.4003,0.972,0.096,-0.005
trailing_commas,130,130,4.21,4.15,22,0.3466,0.97,0.114,0.014
trailing_commas,130,130,4.21,4.15,23,0.3619,0.964,0.101,0.069
trailing_commas,130,130,4.21,4.15,24,0.288,0.961,0.069,0.069
trailing_commas,130,130,4.21,4.15,25,0.263,0.958,0.117,0.105
trailing_commas,130,130,4.21,4.15,26,0.2384,0.954,0.112,0.074
trailing_commas,130,130,4.21,4.15,27,0.2083,0.949,0.166,0.08
trailing_commas,130,130,4.21,4.15,28,0.2251,0.969,0.103,0.067
py_paren_if,199,199,4.01,4.17,0,1.3018,,,-0.026
py_paren_if,199,199,4.01,4.17,1,0.6081,0.987,0.029,-0.076
py_paren_if,199,199,4.01,4.17,2,0.4811,0.987,0.014,-0.075
py_paren_if,199,199,4.01,4.17,3,0.4671,0.985,-0.013,-0.076
py_paren_if,199,199,4.01,4.17,4,0.5006,0.986,0.022,-0.086
py_paren_if,199,199,4.01,4.17,5,0.6153,0.988,0.05,-0.07
py_paren_if,199,199,4.01,4.17,6,0.5651,0.987,-0.008,-0.078
py_paren_if,199,199,4.01,4.17,7,0.634,0.991,0.013,-0.05
py_paren_if,199,199,4.01,4.17,8,0.7012,0.99,0.115,-0.035
py_paren_if,199,199,4.01,4.17,9,0.7143,0.99,0.125,-0.008
py_paren_if,199,199,4.01,4.17,10,0.6247,0.989,0.189,-0.012
py_paren_if,199,199,4.01,4.17,11,0.6056,0.988,0.139,-0.018
