task,icl_index,token_role,layer,n_rows,cell_rank90,stable_rank,rank90,participation_ratio,n_pca50,mean_pairwise_cos
national_parks,8,last_label_token,18,170,271,11.687743762326667,58,32.39005294445638,12,0.44699907302856445
capitalize,8,last_label_token,18,170,271,21.717690855891604,76,59.16115329776774,22,0.5553467273712158
capitalize_first_letter,8,last_label_token,18,170,271,24.219974654563533,75,59.553462669971715,21,0.3964519202709198
commonsense_qa,8,last_label_token,19,170,272,5.813267080347126,53,17.909925359778452,7,0.665992021560669
national_parks,8,last_label_token,19,170,272,11.63038439638081,58,32.07010228194807,12,0.48315510153770447
capitalize,8,last_label_token,19,170,272,21.92402792530221,77,59.64436910531056,22,0.5521159172058105
capitalize_first_letter,8,last_label_token,19,170,272,24.816527037644263,75,60.39572573034537,22,0.41539859771728516
commonsense_qa,8,last_label_token,20,170,274,5.800769261189825,53,17.887310435647823,8,0.6800212860107422
national_parks,8,last_label_token,20,170,274,11.724840223276377,58,32.45028035499394,12,0.48363158106803894
capitalize,8,last_label_token,20,170,274,22.443131600336724,77,60.12134995698711,22,0.5658189654350281
capitalize_first_letter,8,last_label_token,20,170,274,25.38147975802198,76,60.9477079105557,22,0.42889222502708435
commonsense_qa,8,last_label_token,21,170,276,5.820083010654066,53,17.927245898926323,8,0.6860787868499756
national_parks,8,last_label_token,21,170,276,11.959448832739161,58,33.01039603022131,12,0.49406513571739197
capitalize,8,last_label_token,21,170,276,21.826925222887894,77,59.548021154663374,22,0.5759226083755493
capitalize_first_letter,8,last_label_token,21,170,276,24.77618827124888,76,60.86761340172793,22,0.43561092019081116
commonsense_qa,8,last_label_token,22,170,276,5.658347002787145,53,17.548688241109417,7,0.700764536857605
national_parks,8,last_label_token,22,170,276,11.934465061334055,58,33.22518919096405,12,0.5112156271934509
capitalize,8,last_label_token,22,170,276,21.73563416817264,77,59.593748527988524,22,0.5805821418762207
capitalize_first_letter,8,last_label_token,22,170,276,24.732368491813517,76,61.10217856031747,22,0.4484880864620209
commonsense_qa,8,last_label_token,23,170,277,5.631971107450045,53,17.451983984432218,7,0.7130390405654907
national_parks,8,last_label_token,23,170,277,11.841034074732208,59,33.0234873410973,12,0.5193682909011841
capitalize,8,last_label_token,23,170,277,22.39807676128614,77,60.06563844956716,22,0.5931150913238525
capitalize_first_letter,8,last_label_token,23,170,277,24.801970379330857,76,61.49225696240531,22,0.44267913699150085
commonsense_qa,8,last_label_token,24,170,279,5.667544147282265,53,17.530565167518798,7,0.725001335144043
national_parks,8,last_label_token,24,170,279,11.89247622902116,59,33.2881256867823,12,0.5333852767944336
capitalize,8,last_label_token,24,170,279,22.29866693625399,78,60.43362186163131,22,0.5946761965751648
capitalize_first_letter,8,last_label_token,24,170,279,25.724752203461623,77,62.210845778694726,22,0.4471534192562103
commonsense_qa,8,last_label_token,25,170,282,5.7233156699525995,54,17.56962154275186,7,0.745877206325531
national_parks,8,last_label_token,25,170,282,11.933850920490485,59,33.73784940833048,12,0.5603755116462708
capitalize,8,last_label_token,25,170,282,22.783332739859855,78,61.08519069745752,23,0.5996450185775757
capitalize_first_letter,8,last_label_token,25,170,282,26.37108708092956,77,62.96460967994073,22,0.46642664074897766
commonsense_qa,8,last_label_token,26,170,284,5.700091055361461,54,17.540968124782996,7,0.7865635752677917
national_parks,8,last_label_token,26,170,284,11.980300695428314,60,34.01461661700015,12,0.6236553192138672
capitalize,8,last_label_token,26,170,284,22.75893710982347,78,61.55801205803567,23,0.6258695125579834
capitalize_first_letter,8,last_label_token,26,170,284,26.42679070512958,78,63.48997408914546,23,0.5059031248092651
commonsense_qa,8,last_label_token,27,170,285,5.703743467718803,54,17.668908716577093,7,0.839565098285675
national_parks,8,last_label_token,27,170,285,12.18266519978221,60,34.25805017276124,12,0.7115054130554199
capitalize,8,last_label_token,27,170,285,22.638671434441378,78,61.84022558390354,23,0.6649671792984009
capitalize_first_letter,8,last_label_token,27,170,285,26.670715833659738,78,63.6231475283957,23,0.581002414226532
commonsense_qa,8,last_label_token,28,170,284,5.720393959896001,53,17.632424526153645,7,0.8311118483543396
national_parks,8,last_label_token,28,170,284,12.441765215900688,59,33.824094657923666,12,0.702179491519928
capitalize,8,last_label_token,28,170,284,15.588417113087925,78,55.692597737256996,22,0.7077962756156921
capitalize_first_letter,8,last_label_token,28,170,284,21.048400225633355,77,60.499325851760545,22,0.6642643213272095
commonsense_qa,9,pre_label_token,0,170,1,1.000001806239457,1,1.0000036124820657,1,0.16129350662231445
national_parks,9,pre_label_token,0,170,1,1.000001672331997,1,1.0000033446666827,1,0.8072097897529602
capitalize,9,pre_label_token,0,170,1,1.0000019635403372,1,1.0000039270843946,1,0.6751863360404968
capitalize_first_letter,9,pre_label_token,0,170,1,1.0000018363349676,1,1.0000036726731998,1,0.4298399090766907
commonsense_qa,9,pre_label_token,1,170,12,3.3005954197038725,8,6.01555410905997,3,0.9999390840530396
national_parks,9,pre_label_token,1,170,12,2.665432415317143,7,4.9841051435386134,2,0.9999313354492188
capitalize,9,pre_label_token,1,170,12,2.312538171136873,7,4.237241227317383,2,0.999832034111023
capitalize_first_letter,9,pre_label_token,1,170,12,2.1928790987258044,7,3.9900152407513336,2,0.9998235702514648
commonsense_qa,9,pre_label_token,2,170,133,3.491776986417047,35,9.388841943687677,5,0.9945354461669922
national_parks,9,pre_label_token,2,170,133,4.728521852437573,41,13.733216488380608,6,0.9903010129928589
capitalize,9,pre_label_token,2,170,133,18.950600745676443,51,42.62429210713799,16,0.9651792645454407
capitalize_first_letter,9,pre_label_token,2,170,133,19.56003155495609,50,42.55451583314704,15,0.9660348892211914
commonsense_qa,9,pre_label_token,3,170,150,3.770716021331844,37,10.364683089291677,5,0.9890255331993103
national_parks,9,pre_label_token,3,170,150,4.915192141840851,43,14.3464414739476,7,0.9804425239562988
capitalize,9,pre_label_token,3,170,150,19.723920110432143,55,45.44434925220272,17,0.9376422762870789
capitalize_first_letter,9,pre_label_token,3,170,150,21.818852855050427,55,46.558991024051544,17,0.9404804706573486
commonsense_qa,9,pre_label_token,4,170,190,4.429312743007273,43,12.586279650839131,5,0.9662488698959351
national_parks,9,pre_label_token,4,170,190,7.037905091953085,48,20.779835777445044,8,0.9378771185874939
capitalize,9,pre_label_token,4,170,190,19.80051454375645,63,50.79244925835317,19,0.8589314818382263
capitalize_first_letter,9,pre_label_token,4,170,190,23.438749082948448,63,51.36766500539195,18,0.8582765460014343
commonsense_qa,9,pre_label_token,5,170,224,5.79116099137973,48,16.97465073747874,7,0.9481167197227478
national_parks,9,pre_label_token,5,170,224,7.569952938697193,51,22.91563850653886,9,0.8986794352531433
capitalize,9,pre_label_token,5,170,224,21.99734611544154,68,54.10435366720347,20,0.8153710961341858
capitalize_first_letter,9,pre_label_token,5,170,224,23.528297436837175,68,54.65463729282644,19,0.8038608431816101
commonsense_qa,9,pre_label_token,6,170,230,5.8630984861941995,48,17.35947731625865,7,0.9274128079414368
national_parks,9,pre_label_token,6,170,230,7.852035966276374,52,23.703722378105354,9,0.8554513454437256
capitalize,9,pre_label_token,6,170,230,21.724733171328573,69,54.81934571477871,20,0.7666762471199036
capitalize_first_letter,9,pre_label_token,6,170,230,24.1761659380669,68,55.29807776397378,20,0.7546383738517761
commonsense_qa,9,pre_label_token,7,170,240,5.78281263669987,50,17.37650598426408,7,0.9113308191299438
national_parks,9,pre_label_token,7,170,240,7.483874362498096,53,23.28456660159766,9,0.8236735463142395
capitalize,9,pre_label_token,7,170,240,21.782438246119636,71,55.414654032803064,20,0.7362922430038452
capitalize_first_letter,9,pre_label_token,7,170,240,25.527943240742733,69,56.30329658619351,20,0.7045990824699402
commonsense_qa,9,pre_label_token,8,170,245,6.344315588328435,51,18.793624271177208,7,0.8936113119125366
national_parks,9,pre_label_token,8,170,245,7.603781868052001,54,24.29022056946757,10,0.7737431526184082
capitalize,9,pre_label_token,8,170,245,22.445321690778265,71,55.43306133695004,20,0.7171775698661804
capitalize_first_letter,9,pre_label_token,8,170,245,25.61476612714296,70,56.307015157546985,20,0.6567647457122803
commonsense_qa,9,pre_label_token,9,170,424,10.413494774132275,67,30.314518065497584,11,0.9368862509727478
national_parks,9,pre_label_token,9,170,424,14.379342520344002,73,43.56679882633868,16,0.8577206134796143
capitalize,9,pre_label_token,9,170,424,26.58302363893648,90,71.49769849615238,26,0.8080499172210693
capitalize_first_letter,9,pre_label_token,9,170,424,30.834645494872102,88,73.32146416432495,26,0.7956269383430481
commonsense_qa,9,pre_label_token,10,170,422,10.536863350142742,68,31.086835768199805,11,0.9277337789535522
national_parks,9,pre_label_token,10,170,422,15.437908778401319,73,45.15017933855059,16,0.832037091255188
capitalize,9,pre_label_token,10,170,422,26.384142616322052,89,70.27970921049504,26,0.7720522284507751
capitalize_first_letter,9,pre_label_token,10,170,422,29.999391577566502,88,72.76724243727665,26,0.7564007043838501
commonsense_qa,9,pre_label_token,11,170,428,11.356000729275168,68,32.097433429356975,11,0.9226266741752625
national_parks,9,pre_label_token,11,170,428,15.588321806691818,74,45.694091483227446,16,0.8258397579193115
capitalize,9,pre_label_token,11,170,428,26.194816676130753,89,70.3502592174919,26,0.7686443328857422
capitalize_first_letter,9,pre_label_token,11,170,428,30.198801174469832,88,73.42158017756003,26,0.7539626955986023
commonsense_qa,9,pre_label_token,12,170,431,11.497405872972282,69,32.580836589733906,11,0.9143171906471252
national_parks,9,pre_label_token,12,170,431,16.14446620740307,74,46.20615006569674,17,0.8064754009246826
capitalize,9,pre_label_token,12,170,431,26.3093437320401,89,70.49761363792568,26,0.7485905289649963
capitalize_first_letter,9,pre_label_token,12,170,431,30.72750868251833,89,73.79675791450059,26,0.7343637943267822
commonsense_qa,9,pre_label_token,13,170,440,11.526539894826808,69,32.8866369384011,12,0.9014393091201782
national_parks,9,pre_label_token,13,170,440,16.784586642078587,76,49.90962666270523,18,0.7837504744529724
capitalize,9,pre_label_token,13,170,440,26.457983146634348,90,70.78790028020308,26,0.7319520115852356
capitalize_first_letter,9,pre_label_token,13,170,440,29.880115202801207,89,73.88903553948484,26,0.694467306137085
commonsense_qa,9,pre_label_token,14,170,425,11.248063441607815,68,32.015241529018894,11,0.8876497149467468
national_parks,9,pre_label_token,14,170,425,16.05883415698442,74,47.75009815301228,17,0.7689145803451538
capitalize,9,pre_label_token,14,170,425,25.38209052338752,89,70.13657127728294,26,0.7170290946960449
capitalize_first_letter,9,pre_label_token,14,170,425,29.060101484879553,88,72.71648814554861,26,0.6679478287696838
commonsense_qa,9,pre_label_token,15,170,430,10.929427735069808,68,31.56640386256899,11,0.8760579824447632
national_parks,9,pre_label_token,15,170,430,16.47453996228154,75,48.00536345712216,17,0.7603231072425842
capitalize,9,pre_label_token,15,170,430,26.25648772608496,90,71.19030439290479,26,0.70716392993927
capitalize_first_letter,9,pre_label_token,15,170,430,29.19218160681346,89,73.5209354791021,26,0.6432026028633118
commonsense_qa,9,pre_label_token,16,170,432,10.851328032069436,68,31.270530096238996,11,0.8783223628997803
national_parks,9,pre_label_token,16,170,432,15.421418242695161,74,47.3444155081749,17,0.7539506554603577
capitalize,9,pre_label_token,16,170,432,25.993925223523608,90,71.05001230807099,26,0.7115154266357422
capitalize_first_letter,9,pre_label_token,16,170,432,29.505266502292674,89,73.32946397179862,26,0.6371132731437683
commonsense_qa,9,pre_label_token,17,170,418,10.614543588158522,67,30.48841254280824,11,0.859399139881134
national_parks,9,pre_label_token,17,170,418,16.186520792306347,74,47.865122548338974,17,0.7201837301254272
capitalize,9,pre_label_token,17,170,418,25.918050167746113,89,70.54011749354021,26,0.683730959892273
capitalize_first_letter,9,pre_label_token,17,170,418,29.779256691660535,88,72.66462577609298,26,0.603212833404541
commonsense_qa,9,pre_label_token,18,170,424,10.301955505639588,67,29.98012681994918,11,0.8450400829315186
national_parks,9,pre_label_token,18,170,424,16.808268959356738,75,48.867912298405855,18,0.7121118307113647
capitalize,9,pre_label_token,18,170,424,25.922868512954775,90,70.98338045682301,26,0.6717188358306885
capitalize_first_letter,9,pre_label_token,18,170,424,29.728604850319996,89,73.22172323064625,26,0.5825933218002319
commonsense_qa,9,pre_label_token,19,170,425,10.560149692704902,67,29.786467680000424,11,0.8482723236083984
national_parks,9,pre_label_token,19,170,425,17.09709925601855,75,49.2482390818649,18,0.7087371349334717
capitalize,9,pre_label_token,19,170,425,26.22510444886541,91,71.5962027928319,26,0.6768525242805481
capitalize_first_letter,9,pre_label_token,19,170,425,30.217888882208115,89,73.98269550304627,26,0.5761896371841431
commonsense_qa,9,pre_label_token,20,170,419,10.450660051740106,67,29.220394751333668,10,0.8420552015304565
national_parks,9,pre_label_token,20,170,419,17.27708929294149,75,49.28258359683749,18,0.6769522428512573
capitalize,9,pre_label_token,20,170,419,26.333993231957784,91,71.68186466637364,27,0.6941401362419128
capitalize_first_letter,9,pre_label_token,20,170,419,29.48041746552389,89,73.97463060264981,26,0.580062985420227
commonsense_qa,9,pre_label_token,21,170,421,10.5557407115909,67,28.888726493731077,10,0.848642110824585
national_parks,9,pre_label_token,21,170,421,18.961772197849534,75,51.652533445531255,18,0.6641919612884521
capitalize,9,pre_label_token,21,170,421,25.787235153037138,91,71.1881590798249,26,0.6902756690979004
capitalize_first_letter,9,pre_label_token,21,170,421,28.803595479657297,89,73.53289970061381,26,0.5837691426277161
commonsense_qa,9,pre_label_token,22,170,421,10.294029154693302,66,28.47174480619093,10,0.847353458404541
national_parks,9,pre_label_token,22,170,421,19.34233379251679,76,52.03849029504204,18,0.6438297629356384
capitalize,9,pre_label_token,22,170,421,25.05062380217902,91,70.86095368432078,26,0.7000225782394409
capitalize_first_letter,9,pre_label_token,22,170,421,28.894317539087588,89,73.60599806771442,26,0.5825759768486023
commonsense_qa,9,pre_label_token,23,170,422,10.563934573462543,66,28.385648396374044,10,0.8397918939590454
national_parks,9,pre_label_token,23,170,422,19.542127747648014,76,52.45497768271052,19,0.6334972977638245
capitalize,9,pre_label_token,23,170,422,24.808322842889247,91,70.96644225204119,26,0.6905094385147095
capitalize_first_letter,9,pre_label_token,23,170,422,28.389176534194696,89,73.44311305852224,26,0.5799474120140076
commonsense_qa,9,pre_label_token,24,170,424,10.91838360420082,66,29.13072186943052,10,0.8376100659370422
national_parks,9,pre_label_token,24,170,424,19.605485266071703,76,52.80120161406303,19,0.6402188539505005
capitalize,9,pre_label_token,24,170,424,24.861938639652486,91,70.7559855864027,26,0.7004368305206299
capitalize_first_letter,9,pre_label_token,24,170,424,28.5374475127805,90,73.43113220970821,26,0.5880666971206665
commonsense_qa,9,pre_label_token,25,170,287,7.241435182710583,54,20.15174652382068,8,0.7177279591560364
national_parks,9,pre_label_token,25,170,287,12.709964490867305,60,36.021440239288395,13,0.41019928455352783
capitalize,9,pre_label_token,25,170,287,21.69793991728683,77,59.32552841911722,22,0.5705692172050476
capitalize_first_letter,9,pre_label_token,25,170,287,24.096198198806,76,60.78286824999991,22,0.4127748906612396
commonsense_qa,9,pre_label_token,26,170,289,7.258514245640988,54,20.2810336022903,8,0.7421028017997742
national_parks,9,pre_label_token,26,170,289,12.800619652214348,61,36.35763178154281,13,0.428394079208374
capitalize,9,pre_label_token,26,170,289,21.03286926741866,78,59.32959104277095,22,0.5745723843574524
capitalize_first_letter,9,pre_label_token,26,170,289,23.948367118863736,76,61.0295905485344,22,0.4209413230419159
commonsense_qa,9,pre_label_token,27,170,287,7.150107585743045,54,19.924200592576234,8,0.7975217700004578
national_parks,9,pre_label_token,27,170,287,12.322027709050609,60,35.28098623083844,13,0.47002044320106506
capitalize,9,pre_label_token,27,170,287,20.57660681873845,77,58.539304629370996,22,0.594570517539978
capitalize_first_letter,9,pre_label_token,27,170,287,22.639373492041972,76,60.03760730726252,21,0.4535314440727234
commonsense_qa,9,pre_label_token,28,170,280,6.732944945526358,52,19.003350717874508,7,0.8749711513519287
national_parks,9,pre_label_token,28,170,280,12.4318299616581,58,32.985797133527754,12,0.5447555184364319
capitalize,9,pre_label_token,28,170,280,14.439455316669259,76,52.15893451424428,21,0.7563799023628235
capitalize_first_letter,9,pre_label_token,28,170,280,15.833410561366355,75,54.20858655746302,20,0.6011093258857727
commonsense_qa,9,first_label_token,0,170,35,4.323804607851223,14,8.154654891239066,3,0.9830892086029053
national_parks,9,first_label_token,0,170,35,5.696591883602907,16,12.646654763231178,5,0.9635455012321472
capitalize,9,first_label_token,0,170,35,6.512964607455892,14,13.080652269541638,6,0.7013446092605591
capitalize_first_letter,9,first_label_token,0,170,35,8.240616067979998,13,13.637268962268138,6,0.7263534665107727
commonsense_qa,9,first_label_token,1,170,33,3.9919142558392644,12,8.03301733737423,3,0.9694879055023193
national_parks,9,first_label_token,1,170,33,5.540890177780972,15,12.329878785764741,5,0.960289478302002
capitalize,9,first_label_token,1,170,33,6.358545476901028,12,12.024758625091671,5,0.6082650423049927
capitalize_first_letter,9,first_label_token,1,170,33,7.700226313869658,12,12.315646163576119,5,0.6217491626739502
commonsense_qa,9,first_label_token,2,170,37,4.304350417045466,14,8.630917574450374,3,0.9553073644638062
national_parks,9,first_label_token,2,170,37,4.459605537327373,16,10.717563839848074,4,0.9351573586463928
capitalize,9,first_label_token,2,170,37,7.19873046874352,14,14.121261025860827,6,0.6157984733581543
capitalize_first_letter,9,first_label_token,2,170,37,9.135455881378125,15,14.812619921990004,6,0.6079171895980835
commonsense_qa,9,first_label_token,3,170,40,4.194581957200728,14,8.650866916807557,3,0.9142836332321167
national_parks,9,first_label_token,3,170,40,4.977609265157711,18,12.1542043867553,5,0.8938708305358887
capitalize,9,first_label_token,3,170,40,7.914729519208224,16,15.965407684233787,7,0.5578780174255371
capitalize_first_letter,9,first_label_token,3,170,40,9.550184210935281,17,16.537960822009868,7,0.4688546359539032
commonsense_qa,9,first_label_token,4,170,47,4.369072172369893,17,9.808055577790329,4,0.8944734930992126
national_parks,9,first_label_token,4,170,47,5.73835046350548,21,13.486370006828404,5,0.8697184920310974
capitalize,9,first_label_token,4,170,47,9.60995759079308,20,19.181530499116864,8,0.522021472454071
capitalize_first_letter,9,first_label_token,4,170,47,11.496262004195579,20,19.55908033238666,8,0.4378538131713867
commonsense_qa,9,first_label_token,5,170,181,3.8166452737684993,42,10.780574754970239,5,0.7960779070854187
national_parks,9,first_label_token,5,170,181,8.102148624341579,46,23.1375199617079,9,0.6696591377258301
capitalize,9,first_label_token,5,170,181,19.62111834553611,63,49.709336157926884,18,0.6141542792320251
capitalize_first_letter,9,first_label_token,5,170,181,21.602421000408114,61,48.970312298157495,18,0.5161781907081604
commonsense_qa,9,first_label_token,6,170,197,4.00450057610971,44,11.645850258866274,6,0.727512776851654
national_parks,9,first_label_token,6,170,197,8.823438937232725,48,25.084505196191117,9,0.5895977020263672
capitalize,9,first_label_token,6,170,197,20.63544095874424,66,51.564478004822504,19,0.5656605362892151
capitalize_first_letter,9,first_label_token,6,170,197,22.779386258665884,64,51.25007966752902,18,0.4901271462440491
commonsense_qa,9,first_label_token,7,170,218,4.355735959999089,46,12.866987236189393,6,0.7339279651641846
national_parks,9,first_label_token,7,170,218,9.479230800369926,51,26.81338664304318,10,0.5705626606941223
capitalize,9,first_label_token,7,170,218,21.245636441830506,68,53.8049202758462,20,0.5829174518585205
capitalize_first_letter,9,first_label_token,7,170,218,23.052613588420428,67,53.760870198545554,19,0.4924704432487488
commonsense_qa,9,first_label_token,8,170,229,4.399428208315253,48,13.255495380484982,6,0.6846154928207397
national_parks,9,first_label_token,8,170,229,9.881220928594848,53,27.7594054141024,10,0.49839431047439575
capitalize,9,first_label_token,8,170,229,21.10151618828069,70,54.5313507364283,20,0.583197295665741
capitalize_first_letter,9,first_label_token,8,170,229,23.773310058072624,69,54.9382876223705,20,0.45917677879333496
commonsense_qa,9,first_label_token,9,170,240,5.07892038593952,50,15.585723366105162,7,0.7034434080123901
national_parks,9,first_label_token,9,170,240,10.275758140820445,54,28.914971982190202,11,0.4846855103969574
capitalize,9,first_label_token,9,170,240,21.826615019336373,71,55.700089240741754,20,0.583978533744812
capitalize_first_letter,9,first_label_token,9,170,240,23.90314634774405,70,55.3570003127541,20,0.43271929025650024
commonsense_qa,9,first_label_token,10,170,394,9.07308076652164,64,27.065855565507956,10,0.8289603590965271
national_parks,9,first_label_token,10,170,394,15.961464905845132,72,44.696500644727074,16,0.6662648916244507
capitalize,9,first_label_token,10,170,394,24.56807244520748,88,68.73244244538739,25,0.6467416286468506
capitalize_first_letter,9,first_label_token,10,170,394,28.802709127412655,87,71.30863412753843,25,0.5734320878982544
commonsense_qa,9,first_label_token,11,170,398,9.538088377645568,65,27.909096323462236,10,0.8272575736045837
national_parks,9,first_label_token,11,170,398,16.148021939300104,72,45.702741839621375,16,0.6514589786529541
capitalize,9,first_label_token,11,170,398,25.06953613575076,89,69.49009874890584,26,0.6452957987785339
capitalize_first_letter,9,first_label_token,11,170,398,29.42321785146907,88,71.74173631503133,26,0.5607749819755554
commonsense_qa,9,first_label_token,12,170,398,9.303147811484186,65,27.545674824405836,10,0.8157455325126648
national_parks,9,first_label_token,12,170,398,15.965310213304866,72,45.31670703315034,16,0.6383593082427979
capitalize,9,first_label_token,12,170,398,24.937587401733673,89,69.47169130876847,26,0.6424549221992493
capitalize_first_letter,9,first_label_token,12,170,398,28.787883104093265,88,71.77772414732422,26,0.5476395487785339
commonsense_qa,9,first_label_token,13,170,402,9.43404582463746,65,27.875275400126473,10,0.7944048643112183
national_parks,9,first_label_token,13,170,402,16.322412670031245,73,46.75930711062855,17,0.5949174761772156
capitalize,9,first_label_token,13,170,402,25.09569970607223,89,69.59724005475314,26,0.6310270428657532
capitalize_first_letter,9,first_label_token,13,170,402,29.325901496396483,88,71.89935709058626,26,0.5311581492424011
commonsense_qa,9,first_label_token,14,170,403,9.561164093700603,65,27.773534667071264,10,0.7930210828781128
national_parks,9,first_label_token,14,170,403,16.21682010231842,73,46.26141791390144,17,0.5845561027526855
capitalize,9,first_label_token,14,170,403,23.702796306300876,89,69.34244630612844,26,0.6352086663246155
capitalize_first_letter,9,first_label_token,14,170,403,28.109730110965206,88,72.01278405634882,26,0.5420702695846558
commonsense_qa,9,first_label_token,15,170,402,9.223009106419163,64,27.06290502364973,10,0.7804297804832458
national_parks,9,first_label_token,15,170,402,16.343347055813776,73,46.39871771856445,17,0.5911269187927246
capitalize,9,first_label_token,15,170,402,23.694808345689427,89,69.36707106668301,26,0.6327747702598572
capitalize_first_letter,9,first_label_token,15,170,402,28.48757379566594,88,72.09541724222262,26,0.5413729548454285
commonsense_qa,9,first_label_token,16,170,402,9.234400235556233,65,27.25258069259859,10,0.7880811095237732
national_parks,9,first_label_token,16,170,402,16.147217912337833,73,46.12343921455324,17,0.6080179214477539
capitalize,9,first_label_token,16,170,402,24.199493903364647,89,69.57662532911716,26,0.6374647617340088
capitalize_first_letter,9,first_label_token,16,170,402,28.18664098948694,88,71.8406206934111,26,0.5316957235336304
commonsense_qa,9,first_label_token,17,170,402,8.972949954379088,65,26.838918209193316,10,0.7888901233673096
national_parks,9,first_label_token,17,170,402,16.00165658171843,73,46.009364743884376,17,0.6057109236717224
capitalize,9,first_label_token,17,170,402,24.857437051967153,90,70.0270290836687,26,0.6525374054908752
capitalize_first_letter,9,first_label_token,17,170,402,28.193455989194916,88,72.50833229944624,26,0.5313729047775269
commonsense_qa,9,first_label_token,18,170,402,8.941920800429678,65,26.754810618127863,10,0.7808752059936523
national_parks,9,first_label_token,18,170,402,15.708011946751409,73,45.80636930247469,17,0.5978056788444519
capitalize,9,first_label_token,18,170,402,24.316541925795967,90,70.13760869061296,26,0.643718957901001
capitalize_first_letter,9,first_label_token,18,170,402,28.797367048910285,88,73.01460159461465,26,0.5239043831825256
commonsense_qa,9,first_label_token,19,170,252,5.092649733616041,50,15.497548298870742,7,0.6657811999320984
national_parks,9,first_label_token,19,170,252,9.960760772438238,55,28.763433837294983,11,0.4381655752658844
capitalize,9,first_label_token,19,170,252,23.17237875571521,74,58.33338544735721,21,0.5704695582389832
capitalize_first_letter,9,first_label_token,19,170,252,24.74667121740613,73,58.67065945813415,21,0.4099861681461334
commonsense_qa,9,first_label_token,20,170,254,5.153674582198181,51,15.69337458826909,7,0.6751543283462524
national_parks,9,first_label_token,20,170,254,10.117323326167336,55,29.19861222488454,11,0.42774832248687744
capitalize,9,first_label_token,20,170,254,22.783829002235887,74,58.263137456420935,21,0.5821428298950195
capitalize_first_letter,9,first_label_token,20,170,254,24.51251712845279,73,58.78788372450591,21,0.4192713797092438
commonsense_qa,9,first_label_token,21,170,258,5.146750914867932,51,15.738687579027841,7,0.6810495853424072
national_parks,9,first_label_token,21,170,258,10.309966224145159,56,29.770458731407054,11,0.4291115999221802
capitalize,9,first_label_token,21,170,258,22.67250671777767,75,58.20378864184662,21,0.5902743339538574
capitalize_first_letter,9,first_label_token,21,170,258,24.509005925121937,74,58.87613482045281,21,0.4379625916481018
commonsense_qa,9,first_label_token,22,170,258,5.022258437911982,51,15.347921676887893,7,0.6952908635139465
national_parks,9,first_label_token,22,170,258,10.233196846803345,56,29.64587793851516,11,0.4326026737689972
capitalize,9,first_label_token,22,170,258,22.831798048504968,75,58.33117689684561,21,0.5918569564819336
capitalize_first_letter,9,first_label_token,22,170,258,24.70295757838575,74,58.92161286054303,21,0.4442400634288788
commonsense_qa,9,first_label_token,23,170,258,5.010894779043058,51,15.3427458909539,7,0.7089787125587463
national_parks,9,first_label_token,23,170,258,10.099272471844774,56,29.57429573412841,11,0.4397960901260376
capitalize,9,first_label_token,23,170,258,22.971332870946693,75,58.6136474258586,22,0.5894803404808044
capitalize_first_letter,9,first_label_token,23,170,258,24.89313441779337,74,59.31265254069094,21,0.4470743238925934
commonsense_qa,9,first_label_token,24,170,259,5.03067178410228,51,15.368849922419752,7,0.7193637490272522
national_parks,9,first_label_token,24,170,259,10.138241894795943,56,29.61862120687434,11,0.45793265104293823
capitalize,9,first_label_token,24,170,259,22.83504889286337,75,58.425488149302254,22,0.5994685292243958
capitalize_first_letter,9,first_label_token,24,170,259,25.002622619420315,74,59.459122603260965,21,0.4568854868412018
commonsense_qa,9,first_label_token,25,170,260,5.06639022882903,51,15.495141730912646,7,0.7446975111961365
national_parks,9,first_label_token,25,170,260,9.96557073020324,56,29.581527546186702,11,0.4762183427810669
capitalize,9,first_label_token,25,170,260,22.641163285088016,75,58.33800655363733,22,0.6034543514251709
capitalize_first_letter,9,first_label_token,25,170,260,24.52421263968697,74,59.49281122581025,21,0.469558984041214
commonsense_qa,9,first_label_token,26,170,261,5.03231218130172,50,15.273788505435904,7,0.7801799178123474
national_parks,9,first_label_token,26,170,261,9.626308184845575,56,29.215445501100106,11,0.5365839004516602
capitalize,9,first_label_token,26,170,261,22.28844964875146,75,58.371527338465924,22,0.624589204788208
capitalize_first_letter,9,first_label_token,26,170,261,24.586773943901974,74,59.56223685664856,21,0.5001522898674011
commonsense_qa,9,first_label_token,27,170,261,5.050103542155881,50,15.167147366496737,6,0.8309363722801208
national_parks,9,first_label_token,27,170,261,9.29942168856816,56,28.622487232359475,11,0.6226378679275513
capitalize,9,first_label_token,27,170,261,21.79712837670036,75,58.131063669708006,22,0.6522749662399292
capitalize_first_letter,9,first_label_token,27,170,261,24.25268493925323,74,59.22894376120631,21,0.5571884512901306
commonsense_qa,9,first_label_token,28,170,259,4.932299123713516,49,14.818844534321181,6,0.8194565773010254
national_parks,9,first_label_token,28,170,259,10.226326554101533,55,29.30218749381671,11,0.6371594071388245
capitalize,9,first_label_token,28,170,259,15.68569165994563,74,53.27109532028085,21,0.7202979326248169
capitalize_first_letter,9,first_label_token,28,170,259,17.61325684255146,74,55.58002084534084,20,0.6622359752655029
commonsense_qa,9,last_label_token,0,170,33,4.254054096953793,12,7.980397183434039,3,0.984276533126831
