family,context,arm,direction_family,n,success,convention_rate,judge_ok,unscorable,margin_ctx,top1_ctx,proj_before_L8,n_evidence
comma_space,alt,cf_zero,rust_question,40,0.65,0.65,0.95,0.0,1.1828124985098838,0.725,2.0132412374019624,5.3
comma_space,alt,cf_mean,rust_question,40,0.75,0.775,0.95,0.0,1.3468749970197678,0.725,0.16082979571074246,5.3
rust_question,alt,base,rust_question,40,0.625,0.65,0.9,0.025,0.45937498435378077,0.65,,85.45
rust_question,alt,own_zero,rust_question,40,0.525,0.625,0.85,0.1,0.7328125029802323,0.65,0.6571503518149256,85.45
rust_question,alt,own_mean,rust_question,40,0.4,0.525,0.75,0.05,0.1875000089406967,0.6,-1.4499534517526627,85.45
rust_question,alt,cf_zero,py_class_naming,40,0.525,0.525,0.975,0.075,0.24999998658895492,0.625,0.2535677578300238,85.45
rust_question,alt,cf_mean,py_class_naming,40,0.475,0.6,0.875,0.05,0.4484375089406967,0.65,-0.5171234287321568,85.45
float_literals,alt,base,float_literals,40,0.575,0.625,0.95,0.15,1.3281249940395354,0.55,,4.0
float_literals,alt,own_zero,float_literals,40,0.05,0.05,0.95,0.225,-3.4718750044703484,0.075,-1.0272874340415001,4.0
float_literals,alt,own_mean,float_literals,40,0.15,0.15,0.975,0.225,-2.9968750044703483,0.075,3.1713946044445036,4.0
float_literals,alt,cf_zero,js_semicolons,40,0.575,0.6,0.925,0.125,1.15,0.575,0.30156470122747125,4.0
float_literals,alt,cf_mean,js_semicolons,40,0.55,0.625,0.9,0.125,1.3374999985098839,0.55,1.4000522285699843,4.0
py_loop_vars,alt,base,py_loop_vars,40,0.825,0.925,0.875,0.025,2.953125,0.4,,13.4
py_loop_vars,alt,own_zero,py_loop_vars,40,0.625,0.725,0.85,0.0,-0.9500000074505806,0.1,0.9828210644423961,13.4
py_loop_vars,alt,own_mean,py_loop_vars,40,0.525,0.55,0.875,0.025,-2.853125014901161,0.025,1.6479891180992126,13.4
py_loop_vars,alt,cf_zero,hex_constants,40,0.85,0.95,0.9,0.025,3.040625047683716,0.4,1.6068805187940598,13.4
py_loop_vars,alt,cf_mean,hex_constants,40,0.875,0.975,0.9,0.0,2.7937500447034838,0.4,1.728697744011879,13.4
py_comprehension,alt,base,py_comprehension,40,0.6,0.725,0.825,0.1,1.6859375044703484,0.75,,55.3
py_comprehension,alt,own_zero,py_comprehension,40,0.45,0.5,0.85,0.125,0.4421874977648258,0.625,-0.8000792771577835,55.3
py_comprehension,alt,own_mean,py_comprehension,40,0.525,0.625,0.875,0.1,0.6765624955296516,0.7,-1.974542498588562,55.3
py_comprehension,alt,cf_zero,line_wrap,40,0.65,0.725,0.9,0.05,1.7312499970197677,0.75,0.12176052948052529,55.3
py_comprehension,alt,cf_mean,line_wrap,40,0.7,0.725,0.975,0.05,1.5125000044703483,0.75,-2.4328558087348937,55.3
c_comment_style,alt,base,c_comment_style,40,0.5,0.575,0.875,0.4,3.7937500059604643,0.45,,9.1
c_comment_style,alt,own_zero,c_comment_style,40,0.45,0.475,0.925,0.5,5.767187511920929,0.35,-0.016173618286848067,9.1
c_comment_style,alt,own_mean,c_comment_style,40,0.525,0.575,0.875,0.375,4.093749997019768,0.4,3.432336312532425,9.1
c_comment_style,alt,cf_zero,js_camel_snake,40,0.525,0.575,0.825,0.4,3.782812511920929,0.45,-0.38927303394302726,9.1
c_comment_style,alt,cf_mean,js_camel_snake,40,0.4,0.475,0.85,0.475,3.734375,0.45,-0.7203894414007663,9.1
py_private,alt,base,py_private,40,0.675,0.7,0.975,0.25,0.23828125298023223,0.275,,5.65
py_private,alt,own_zero,py_private,40,0.65,0.675,0.975,0.3,0.019531279802322388,0.25,-0.02204238243866712,5.65
py_private,alt,own_mean,py_private,40,0.75,0.75,1.0,0.2,-0.16718751490116118,0.275,1.6297714039683342,5.65
py_private,alt,cf_zero,py_is_none,40,0.8,0.825,0.925,0.125,0.19687494039535522,0.275,-0.4642810484394431,5.65
py_private,alt,cf_mean,py_is_none,40,0.6,0.675,0.85,0.25,0.24062500298023223,0.275,-2.3460321962833404,5.65
py_not_in,alt,base,py_not_in,40,0.325,0.35,0.875,0.225,-0.15312499850988387,0.475,,4.25
py_not_in,alt,own_zero,py_not_in,40,0.425,0.425,0.875,0.2,0.012500002980232239,0.5,-2.671102253161371,4.25
py_not_in,alt,own_mean,py_not_in,40,0.275,0.4,0.725,0.2,-0.09999999105930328,0.5,-5.429251271486282,4.25
py_not_in,alt,cf_zero,sql_keyword_case,40,0.325,0.375,0.85,0.175,-0.16249999701976775,0.475,0.6122118484228849,4.25
py_not_in,alt,cf_mean,sql_keyword_case,40,0.375,0.425,0.9,0.2,-0.14999999701976777,0.475,1.7894023478031158,4.25
comment_language,alt,base,comment_language,40,0.3,0.35,0.775,0.65,4.142187523841858,0.2,,94.275
comment_language,alt,own_zero,comment_language,40,0.225,0.3,0.725,0.575,1.997656261920929,0.175,-3.01113355755806,94.275
comment_language,alt,own_mean,comment_language,40,0.0,0.025,0.4,0.85,-3.9666991949081423,0.025,6.626495218276977,94.275
comment_language,alt,cf_zero,r_assignment,40,0.225,0.3,0.75,0.65,4.228906208276749,0.175,0.31052451496943834,94.275
comment_language,alt,cf_mean,r_assignment,40,0.275,0.35,0.775,0.6,4.137500041723252,0.175,-0.6253550246357917,94.275
