family,target,context,layer,alpha,n,success,lo,hi,target_rate,judge_ok,unscorable,margin,n_evidence,baseline,ceiling
hex_constants,alt,nat,26,0.5,49,0.0,0.0,0.0727,0.0,0.9184,0.0,-5.9917,5.102,0.0,0.7
hex_constants,alt,nat,26,1.0,49,0.0204,0.0036,0.1069,0.0204,1.0,0.0,-5.933,5.102,0.0,0.7
hex_constants,alt,nat,26,2.0,49,0.0,0.0,0.0727,0.0,0.9388,0.0,-5.706,5.102,0.0,0.7
hex_constants,alt,nat,26,4.0,49,0.0,0.0,0.0727,0.0,0.9796,0.0408,-5.3495,5.102,0.0,0.7
js_hungarian,nat,alt,2,0.5,50,0.3,0.191,0.4375,0.32,0.88,0.04,-4.4878,10.68,0.2,0.88
js_hungarian,nat,alt,2,1.0,50,0.4,0.2761,0.5382,0.46,0.84,0.04,-3.3244,10.68,0.2,0.88
js_hungarian,nat,alt,2,2.0,50,0.52,0.3851,0.652,0.92,0.56,0.02,0.3647,10.68,0.2,0.88
js_hungarian,nat,alt,2,4.0,50,0.44,0.3116,0.5769,0.9,0.52,0.04,2.2806,10.68,0.2,0.88
js_hungarian,nat,alt,4,0.5,50,0.36,0.2414,0.4986,0.42,0.94,0.0,-4.1484,10.68,0.2,0.88
js_hungarian,nat,alt,4,1.0,50,0.58,0.4423,0.7063,0.6,0.96,0.0,-2.9956,10.68,0.2,0.88
js_hungarian,nat,alt,4,2.0,50,0.56,0.4231,0.6884,0.9,0.64,0.02,0.4531,10.68,0.2,0.88
js_hungarian,nat,alt,4,4.0,50,0.56,0.4231,0.6884,0.94,0.58,0.02,3.4294,10.68,0.2,0.88
js_hungarian,nat,alt,6,0.5,50,0.36,0.2414,0.4986,0.42,0.86,0.02,-4.265,10.68,0.2,0.88
js_hungarian,nat,alt,6,1.0,50,0.46,0.3297,0.596,0.52,0.9,0.0,-3.1294,10.68,0.2,0.88
js_hungarian,nat,alt,6,2.0,50,0.72,0.5833,0.8253,0.86,0.84,0.02,0.7219,10.68,0.2,0.88
js_hungarian,nat,alt,6,4.0,50,0.56,0.4231,0.6884,0.96,0.56,0.02,3.5775,10.68,0.2,0.88
js_hungarian,nat,alt,8,0.5,50,0.26,0.1587,0.3955,0.28,0.92,0.0,-4.1331,10.68,0.2,0.88
js_hungarian,nat,alt,8,1.0,50,0.4,0.2761,0.5382,0.4,0.96,0.04,-2.9337,10.68,0.2,0.88
js_hungarian,nat,alt,8,2.0,50,0.64,0.5014,0.7586,0.82,0.8,0.02,0.665,10.68,0.2,0.88
js_hungarian,nat,alt,8,4.0,50,0.56,0.4231,0.6884,0.92,0.58,0.04,4.03,10.68,0.2,0.88
js_hungarian,nat,alt,10,0.5,50,0.26,0.1587,0.3955,0.26,0.84,0.02,-4.1287,10.68,0.2,0.88
js_hungarian,nat,alt,10,1.0,50,0.38,0.2586,0.5185,0.46,0.92,0.0,-2.9225,10.68,0.2,0.88
js_hungarian,nat,alt,10,2.0,50,0.84,0.7149,0.9166,0.9,0.94,0.0,0.8269,10.68,0.2,0.88
js_hungarian,nat,alt,10,4.0,50,0.62,0.4815,0.7414,1.0,0.62,0.0,4.0906,10.68,0.2,0.88
js_hungarian,nat,alt,12,0.5,50,0.22,0.1275,0.3524,0.28,0.9,0.0,-4.1369,10.68,0.2,0.88
js_hungarian,nat,alt,12,1.0,50,0.48,0.348,0.6149,0.5,0.9,0.0,-2.9381,10.68,0.2,0.88
js_hungarian,nat,alt,12,2.0,50,0.7,0.5625,0.809,0.9,0.8,0.0,0.9538,10.68,0.2,0.88
js_hungarian,nat,alt,12,4.0,50,0.7,0.5625,0.809,0.96,0.72,0.02,4.2087,10.68,0.2,0.88
js_hungarian,nat,alt,14,0.5,50,0.3,0.191,0.4375,0.42,0.84,0.0,-3.9725,10.68,0.2,0.88
js_hungarian,nat,alt,14,1.0,50,0.52,0.3851,0.652,0.54,0.96,0.0,-2.5044,10.68,0.2,0.88
js_hungarian,nat,alt,14,2.0,50,0.72,0.5833,0.8253,0.94,0.76,0.0,1.4544,10.68,0.2,0.88
js_hungarian,nat,alt,14,4.0,50,0.74,0.6045,0.8413,0.98,0.74,0.02,4.3737,10.68,0.2,0.88
js_hungarian,nat,alt,16,0.5,50,0.36,0.2414,0.4986,0.42,0.94,0.0,-3.7625,10.68,0.2,0.88
js_hungarian,nat,alt,16,1.0,50,0.5,0.3664,0.6336,0.54,0.94,0.02,-1.9925,10.68,0.2,0.88
js_hungarian,nat,alt,16,2.0,50,0.8,0.6696,0.8876,0.9,0.9,0.0,2.3825,10.68,0.2,0.88
js_hungarian,nat,alt,16,4.0,50,0.58,0.4423,0.7063,0.96,0.62,0.04,4.5263,10.68,0.2,0.88
js_hungarian,nat,alt,18,0.5,50,0.36,0.2414,0.4986,0.4,0.94,0.02,-3.6506,10.68,0.2,0.88
js_hungarian,nat,alt,18,1.0,50,0.6,0.4618,0.7239,0.64,0.92,0.0,-1.98,10.68,0.2,0.88
js_hungarian,nat,alt,18,2.0,50,0.78,0.6476,0.8725,0.94,0.8,0.02,1.6556,10.68,0.2,0.88
js_hungarian,nat,alt,18,4.0,50,0.54,0.404,0.6703,0.88,0.62,0.08,3.6975,10.68,0.2,0.88
js_hungarian,nat,alt,20,0.5,50,0.24,0.143,0.3741,0.24,1.0,0.02,-3.7931,10.68,0.2,0.88
js_hungarian,nat,alt,20,1.0,50,0.44,0.3116,0.5769,0.48,0.94,0.0,-2.3713,10.68,0.2,0.88
js_hungarian,nat,alt,20,2.0,50,0.84,0.7149,0.9166,0.92,0.9,0.0,0.7975,10.68,0.2,0.88
js_hungarian,nat,alt,20,4.0,50,0.68,0.5419,0.7924,0.94,0.74,0.02,3.05,10.68,0.2,0.88
js_hungarian,nat,alt,22,0.5,50,0.36,0.2414,0.4986,0.38,0.94,0.0,-4.4978,10.68,0.2,0.88
js_hungarian,nat,alt,22,1.0,50,0.44,0.3116,0.5769,0.46,0.98,0.0,-3.8675,10.68,0.2,0.88
js_hungarian,nat,alt,22,2.0,50,0.48,0.348,0.6149,0.6,0.82,0.0,-2.4075,10.68,0.2,0.88
js_hungarian,nat,alt,22,4.0,50,0.4,0.2761,0.5382,0.66,0.66,0.02,-0.3919,10.68,0.2,0.88
js_hungarian,nat,alt,24,0.5,50,0.34,0.2244,0.4785,0.34,0.98,0.02,-4.7428,10.68,0.2,0.88
js_hungarian,nat,alt,24,1.0,50,0.28,0.1747,0.4167,0.3,0.98,0.0,-4.415,10.68,0.2,0.88
js_hungarian,nat,alt,24,2.0,50,0.36,0.2414,0.4986,0.42,0.9,0.0,-3.755,10.68,0.2,0.88
js_hungarian,nat,alt,24,4.0,50,0.44,0.3116,0.5769,0.52,0.86,0.0,-3.1681,10.68,0.2,0.88
js_hungarian,nat,alt,26,0.5,50,0.26,0.1587,0.3955,0.3,0.9,0.0,-4.9666,10.68,0.2,0.88
js_hungarian,nat,alt,26,1.0,50,0.22,0.1275,0.3524,0.24,0.96,0.04,-4.8772,10.68,0.2,0.88
js_hungarian,nat,alt,26,2.0,50,0.28,0.1747,0.4167,0.32,0.9,0.06,-4.67,10.68,0.2,0.88
js_hungarian,nat,alt,26,4.0,50,0.22,0.1275,0.3524,0.26,0.92,0.04,-4.4534,10.68,0.2,0.88
js_hungarian,alt,nat,2,0.5,50,0.0,0.0,0.0714,0.0,0.96,0.04,-5.6094,5.32,0.0,0.65
js_hungarian,alt,nat,2,1.0,50,0.02,0.0035,0.105,0.02,0.96,0.02,-5.3156,5.32,0.0,0.65
js_hungarian,alt,nat,2,2.0,50,0.0,0.0,0.0714,0.02,0.76,0.08,-3.1628,5.32,0.0,0.65
js_hungarian,alt,nat,2,4.0,50,0.12,0.0562,0.2381,0.14,0.58,0.14,-0.3672,5.32,0.0,0.65
js_hungarian,alt,nat,4,0.5,50,0.0,0.0,0.0714,0.0,0.88,0.02,-5.5731,5.32,0.0,0.65
js_hungarian,alt,nat,4,1.0,50,0.0,0.0,0.0714,0.0,0.98,0.0,-5.2631,5.32,0.0,0.65
js_hungarian,alt,nat,4,2.0,50,0.02,0.0035,0.105,0.02,0.66,0.12,-2.9806,5.32,0.0,0.65
js_hungarian,alt,nat,4,4.0,50,0.04,0.011,0.1346,0.16,0.54,0.1,-0.2253,5.32,0.0,0.65
js_hungarian,alt,nat,6,0.5,50,0.0,0.0,0.0714,0.0,0.98,0.0,-5.545,5.32,0.0,0.65
js_hungarian,alt,nat,6,1.0,50,0.0,0.0,0.0714,0.0,0.96,0.02,-5.1212,5.32,0.0,0.65
js_hungarian,alt,nat,6,2.0,50,0.02,0.0035,0.105,0.06,0.72,0.14,-2.5512,5.32,0.0,0.65
js_hungarian,alt,nat,6,4.0,50,0.14,0.0695,0.2619,0.22,0.58,0.14,1.2441,5.32,0.0,0.65
js_hungarian,alt,nat,8,0.5,50,0.0,0.0,0.0714,0.02,0.88,0.04,-5.5175,5.32,0.0,0.65
js_hungarian,alt,nat,8,1.0,50,0.02,0.0035,0.105,0.02,0.92,0.0,-5.0675,5.32,0.0,0.65
js_hungarian,alt,nat,8,2.0,50,0.0,0.0,0.0714,0.0,0.74,0.16,-2.6587,5.32,0.0,0.65
js_hungarian,alt,nat,8,4.0,50,0.1,0.0435,0.2136,0.22,0.6,0.18,1.3216,5.32,0.0,0.65
js_hungarian,alt,nat,10,0.5,50,0.02,0.0035,0.105,0.02,0.94,0.0,-5.5425,5.32,0.0,0.65
js_hungarian,alt,nat,10,1.0,50,0.02,0.0035,0.105,0.02,0.96,0.0,-5.1181,5.32,0.0,0.65
js_hungarian,alt,nat,10,2.0,50,0.08,0.0315,0.1884,0.1,0.76,0.1,-2.5969,5.32,0.0,0.65
js_hungarian,alt,nat,10,4.0,50,0.12,0.0562,0.2381,0.2,0.6,0.14,1.4684,5.32,0.0,0.65
js_hungarian,alt,nat,12,0.5,50,0.02,0.0035,0.105,0.02,0.88,0.0,-5.5144,5.32,0.0,0.65
js_hungarian,alt,nat,12,1.0,50,0.0,0.0,0.0714,0.0,0.96,0.02,-5.0694,5.32,0.0,0.65
js_hungarian,alt,nat,12,2.0,50,0.02,0.0035,0.105,0.02,0.78,0.02,-2.3888,5.32,0.0,0.65
js_hungarian,alt,nat,12,4.0,50,0.18,0.0977,0.308,0.3,0.54,0.16,2.2391,5.32,0.0,0.65
js_hungarian,alt,nat,14,0.5,50,0.0,0.0,0.0714,0.0,0.98,0.0,-5.505,5.32,0.0,0.65
js_hungarian,alt,nat,14,1.0,50,0.0,0.0,0.0714,0.0,0.92,0.06,-5.0087,5.32,0.0,0.65
js_hungarian,alt,nat,14,2.0,50,0.02,0.0035,0.105,0.06,0.78,0.08,-2.1962,5.32,0.0,0.65
js_hungarian,alt,nat,14,4.0,50,0.14,0.0695,0.2619,0.36,0.52,0.06,2.116,5.32,0.0,0.65
js_hungarian,alt,nat,16,0.5,50,0.02,0.0035,0.105,0.02,0.96,0.02,-5.5069,5.32,0.0,0.65
js_hungarian,alt,nat,16,1.0,50,0.0,0.0,0.0714,0.0,0.94,0.04,-4.9375,5.32,0.0,0.65
js_hungarian,alt,nat,16,2.0,50,0.06,0.0206,0.1622,0.12,0.8,0.06,-1.7181,5.32,0.0,0.65
js_hungarian,alt,nat,16,4.0,50,0.24,0.143,0.3741,0.36,0.56,0.04,1.9438,5.32,0.0,0.65
js_hungarian,alt,nat,18,0.5,50,0.0,0.0,0.0714,0.0,0.92,0.04,-5.5156,5.32,0.0,0.65
js_hungarian,alt,nat,18,1.0,50,0.02,0.0035,0.105,0.02,0.94,0.04,-4.9594,5.32,0.0,0.65
js_hungarian,alt,nat,18,2.0,50,0.08,0.0315,0.1884,0.08,0.82,0.0,-1.91,5.32,0.0,0.65
js_hungarian,alt,nat,18,4.0,50,0.18,0.0977,0.308,0.28,0.56,0.0,1.7325,5.32,0.0,0.65
js_hungarian,alt,nat,20,0.5,50,0.02,0.0035,0.105,0.02,0.92,0.0,-5.52,5.32,0.0,0.65
js_hungarian,alt,nat,20,1.0,50,0.0,0.0,0.0714,0.0,0.96,0.02,-5.065,5.32,0.0,0.65
js_hungarian,alt,nat,20,2.0,50,0.02,0.0035,0.105,0.02,0.86,0.02,-2.6325,5.32,0.0,0.65
js_hungarian,alt,nat,20,4.0,50,0.04,0.011,0.1346,0.08,0.44,0.06,1.1794,5.32,0.0,0.65
js_hungarian,alt,nat,22,0.5,50,0.02,0.0035,0.105,0.02,0.94,0.0,-5.5462,5.32,0.0,0.65
js_hungarian,alt,nat,22,1.0,50,0.04,0.011,0.1346,0.04,0.92,0.0,-5.2125,5.32,0.0,0.65
js_hungarian,alt,nat,22,2.0,50,0.02,0.0035,0.105,0.02,0.94,0.02,-3.9637,5.32,0.0,0.65
js_hungarian,alt,nat,22,4.0,50,0.0,0.0,0.0714,0.02,0.68,0.04,-2.3569,5.32,0.0,0.65
js_hungarian,alt,nat,24,0.5,50,0.0,0.0,0.0714,0.0,0.96,0.0,-5.6,5.32,0.0,0.65
js_hungarian,alt,nat,24,1.0,50,0.0,0.0,0.0714,0.0,0.98,0.02,-5.3625,5.32,0.0,0.65
js_hungarian,alt,nat,24,2.0,50,0.0,0.0,0.0714,0.0,0.92,0.0,-4.5187,5.32,0.0,0.65
js_hungarian,alt,nat,24,4.0,50,0.04,0.011,0.1346,0.04,0.84,0.04,-2.935,5.32,0.0,0.65
js_hungarian,alt,nat,26,0.5,50,0.0,0.0,0.0714,0.0,0.92,0.04,-5.7231,5.32,0.0,0.65
js_hungarian,alt,nat,26,1.0,50,0.02,0.0035,0.105,0.02,0.94,0.04,-5.6325,5.32,0.0,0.65
js_hungarian,alt,nat,26,2.0,50,0.0,0.0,0.0714,0.0,0.88,0.06,-5.0906,5.32,0.0,0.65
js_hungarian,alt,nat,26,4.0,50,0.0,0.0,0.0714,0.0,0.86,0.0,-3.5656,5.32,0.0,0.65
js_strict_eq,nat,alt,2,0.5,48,0.5,0.3639,0.6361,0.5833,0.9167,0.1667,0.9466,3.25,0.125,0.775
js_strict_eq,nat,alt,2,1.0,48,0.75,0.6122,0.8508,0.8125,0.9375,0.1875,4.4414,3.25,0.125,0.775
js_strict_eq,nat,alt,2,2.0,48,0.6458,0.5044,0.7657,0.75,0.8958,0.2083,5.7402,3.25,0.125,0.775
js_strict_eq,nat,alt,2,4.0,48,0.7292,0.59,0.8343,0.7917,0.9167,0.2083,6.8854,3.25,0.125,0.775
js_strict_eq,nat,alt,4,0.5,48,0.5417,0.4029,0.6742,0.5833,0.8958,0.25,1.3327,3.25,0.125,0.775
js_strict_eq,nat,alt,4,1.0,48,0.7708,0.6346,0.8669,0.7917,0.9375,0.1875,4.3939,3.25,0.125,0.775
js_strict_eq,nat,alt,4,2.0,48,0.8125,0.6806,0.8981,0.8542,0.9583,0.125,5.709,3.25,0.125,0.775
js_strict_eq,nat,alt,4,4.0,48,0.6458,0.5044,0.7657,0.75,0.875,0.25,6.4069,3.25,0.125,0.775
js_strict_eq,nat,alt,6,0.5,48,0.3333,0.2168,0.4746,0.3542,0.9167,0.2083,0.7109,3.25,0.125,0.775
js_strict_eq,nat,alt,6,1.0,48,0.8125,0.6806,0.8981,0.875,0.9375,0.1042,4.3737,3.25,0.125,0.775
js_strict_eq,nat,alt,6,2.0,48,0.7917,0.6574,0.8827,0.8542,0.9167,0.1458,6.0221,3.25,0.125,0.775
js_strict_eq,nat,alt,6,4.0,48,0.6458,0.5044,0.7657,0.7708,0.8333,0.2292,6.2116,3.25,0.125,0.775
js_strict_eq,nat,alt,8,0.5,48,0.5208,0.3833,0.6553,0.5625,0.9167,0.1875,0.8249,3.25,0.125,0.775
js_strict_eq,nat,alt,8,1.0,48,0.7292,0.59,0.8343,0.7708,0.9375,0.2083,4.1113,3.25,0.125,0.775
js_strict_eq,nat,alt,8,2.0,48,0.7292,0.59,0.8343,0.8125,0.875,0.1875,5.6556,3.25,0.125,0.775
js_strict_eq,nat,alt,8,4.0,48,0.8125,0.6806,0.8981,0.8333,0.9792,0.1458,5.1276,3.25,0.125,0.775
js_strict_eq,nat,alt,10,0.5,48,0.4583,0.3258,0.5971,0.5,0.9583,0.1875,0.8171,3.25,0.125,0.775
js_strict_eq,nat,alt,10,1.0,48,0.8125,0.6806,0.8981,0.8333,0.9583,0.125,3.9277,3.25,0.125,0.775
js_strict_eq,nat,alt,10,2.0,48,0.6667,0.5254,0.7832,0.7708,0.8542,0.1875,5.3379,3.25,0.125,0.775
js_strict_eq,nat,alt,10,4.0,48,0.75,0.6122,0.8508,0.8125,0.9167,0.1875,4.7793,3.25,0.125,0.775
js_strict_eq,nat,alt,12,0.5,48,0.5208,0.3833,0.6553,0.5417,0.9583,0.1458,0.8255,3.25,0.125,0.775
js_strict_eq,nat,alt,12,1.0,48,0.7708,0.6346,0.8669,0.7708,0.9792,0.1875,3.9089,3.25,0.125,0.775
js_strict_eq,nat,alt,12,2.0,48,0.7917,0.6574,0.8827,0.8125,0.9792,0.1667,5.2441,3.25,0.125,0.775
js_strict_eq,nat,alt,12,4.0,48,0.7917,0.6574,0.8827,0.8333,0.9167,0.125,4.4961,3.25,0.125,0.775
js_strict_eq,nat,alt,14,0.5,48,0.5208,0.3833,0.6553,0.5417,0.9792,0.125,0.832,3.25,0.125,0.775
js_strict_eq,nat,alt,14,1.0,48,0.8125,0.6806,0.8981,0.8125,1.0,0.1667,3.9102,3.25,0.125,0.775
js_strict_eq,nat,alt,14,2.0,48,0.75,0.6122,0.8508,0.7917,0.9583,0.2083,5.222,3.25,0.125,0.775
js_strict_eq,nat,alt,14,4.0,48,0.7708,0.6346,0.8669,0.8125,0.9375,0.1667,4.3581,3.25,0.125,0.775
js_strict_eq,nat,alt,16,0.5,48,0.5,0.3639,0.6361,0.5208,0.9167,0.1875,0.8307,3.25,0.125,0.775
js_strict_eq,nat,alt,16,1.0,48,0.7708,0.6346,0.8669,0.8333,0.9167,0.1458,3.8919,3.25,0.125,0.775
js_strict_eq,nat,alt,16,2.0,48,0.7292,0.59,0.8343,0.8125,0.9167,0.1667,5.196,3.25,0.125,0.775
js_strict_eq,nat,alt,16,4.0,48,0.7917,0.6574,0.8827,0.875,0.8958,0.1042,4.2806,3.25,0.125,0.775
js_strict_eq,nat,alt,18,0.5,48,0.5,0.3639,0.6361,0.6042,0.8958,0.1458,0.7956,3.25,0.125,0.775
js_strict_eq,nat,alt,18,1.0,48,0.7292,0.59,0.8343,0.7917,0.9167,0.1875,3.8665,3.25,0.125,0.775
js_strict_eq,nat,alt,18,2.0,48,0.75,0.6122,0.8508,0.8125,0.9167,0.1875,5.1673,3.25,0.125,0.775
js_strict_eq,nat,alt,18,4.0,48,0.7917,0.6574,0.8827,0.8542,0.9375,0.1042,4.207,3.25,0.125,0.775
js_strict_eq,nat,alt,20,0.5,48,0.3958,0.2702,0.5369,0.4375,0.8958,0.2083,0.6842,3.25,0.125,0.775
js_strict_eq,nat,alt,20,1.0,48,0.6667,0.5254,0.7832,0.7708,0.8333,0.1875,3.5846,3.25,0.125,0.775
js_strict_eq,nat,alt,20,2.0,48,0.7292,0.59,0.8343,0.7708,0.9583,0.2292,4.7995,3.25,0.125,0.775
js_strict_eq,nat,alt,20,4.0,48,0.7708,0.6346,0.8669,0.7917,0.9792,0.1875,3.7546,3.25,0.125,0.775
js_strict_eq,nat,alt,22,0.5,48,0.4583,0.3258,0.5971,0.5,0.9167,0.1875,0.9251,3.25,0.125,0.775
js_strict_eq,nat,alt,22,1.0,48,0.5833,0.4428,0.7115,0.6458,0.9375,0.2917,3.6302,3.25,0.125,0.775
js_strict_eq,nat,alt,22,2.0,48,0.7292,0.59,0.8343,0.75,0.9792,0.2083,4.8691,3.25,0.125,0.775
js_strict_eq,nat,alt,22,4.0,48,0.6458,0.5044,0.7657,0.7292,0.8958,0.2292,3.0801,3.25,0.125,0.775
js_strict_eq,nat,alt,24,0.5,48,0.2708,0.1657,0.41,0.3333,0.8958,0.2292,0.1335,3.25,0.125,0.775
js_strict_eq,nat,alt,24,1.0,48,0.6042,0.4631,0.7298,0.625,0.9375,0.2083,1.8932,3.25,0.125,0.775
js_strict_eq,nat,alt,24,2.0,48,0.5,0.3639,0.6361,0.5833,0.875,0.2917,3.526,3.25,0.125,0.775
js_strict_eq,nat,alt,24,4.0,48,0.6875,0.5467,0.8005,0.7708,0.875,0.1458,3.2207,3.25,0.125,0.775
js_strict_eq,nat,alt,26,0.5,48,0.25,0.1492,0.3878,0.25,0.9583,0.125,-1.0651,3.25,0.125,0.775
js_strict_eq,nat,alt,26,1.0,48,0.3333,0.2168,0.4746,0.3333,0.9375,0.1667,-0.1842,3.25,0.125,0.775
js_strict_eq,nat,alt,26,2.0,48,0.375,0.2522,0.5164,0.3958,0.8958,0.1667,0.5443,3.25,0.125,0.775
js_strict_eq,nat,alt,26,4.0,48,0.4375,0.307,0.5773,0.5,0.8958,0.2292,0.6042,3.25,0.125,0.775
js_strict_eq,alt,nat,2,0.5,48,0.1667,0.087,0.2958,0.1667,0.9583,0.2292,-1.487,3.25,0.0,0.645
js_strict_eq,alt,nat,2,1.0,48,0.6042,0.4631,0.7298,0.6875,0.875,0.1458,1.9453,3.25,0.0,0.645
js_strict_eq,alt,nat,2,2.0,48,0.625,0.4836,0.7478,0.7083,0.8958,0.1667,3.069,3.25,0.0,0.645
js_strict_eq,alt,nat,2,4.0,48,0.7292,0.59,0.8343,0.8125,0.8958,0.1458,5.1029,3.25,0.0,0.645
js_strict_eq,alt,nat,4,0.5,48,0.125,0.0586,0.247,0.125,0.9375,0.125,-1.9512,3.25,0.0,0.645
js_strict_eq,alt,nat,4,1.0,48,0.5,0.3639,0.6361,0.5625,0.875,0.2917,1.8887,3.25,0.0,0.645
js_strict_eq,alt,nat,4,2.0,48,0.5625,0.4227,0.693,0.625,0.9167,0.2708,2.9915,3.25,0.0,0.645
js_strict_eq,alt,nat,4,4.0,48,0.5625,0.4227,0.693,0.6458,0.875,0.2083,3.0387,3.25,0.0,0.645
js_strict_eq,alt,nat,6,0.5,48,0.25,0.1492,0.3878,0.25,0.8958,0.2708,-1.3483,3.25,0.0,0.645
js_strict_eq,alt,nat,6,1.0,48,0.5208,0.3833,0.6553,0.5625,0.9167,0.25,1.8783,3.25,0.0,0.645
js_strict_eq,alt,nat,6,2.0,48,0.625,0.4836,0.7478,0.7083,0.9167,0.1458,3.0208,3.25,0.0,0.645
js_strict_eq,alt,nat,6,4.0,48,0.6458,0.5044,0.7657,0.75,0.8333,0.1667,3.389,3.25,0.0,0.645
js_strict_eq,alt,nat,8,0.5,48,0.1042,0.0453,0.2217,0.1042,0.9792,0.2083,-1.5651,3.25,0.0,0.645
js_strict_eq,alt,nat,8,1.0,48,0.5208,0.3833,0.6553,0.5833,0.9375,0.2083,1.7995,3.25,0.0,0.645
js_strict_eq,alt,nat,8,2.0,48,0.6667,0.5254,0.7832,0.6875,0.9583,0.1458,3.0378,3.25,0.0,0.645
js_strict_eq,alt,nat,8,4.0,48,0.6667,0.5254,0.7832,0.75,0.8542,0.2083,3.0381,3.25,0.0,0.645
js_strict_eq,alt,nat,10,0.5,48,0.0625,0.0215,0.1684,0.0625,0.9792,0.1667,-1.6439,3.25,0.0,0.645
js_strict_eq,alt,nat,10,1.0,48,0.5417,0.4029,0.6742,0.625,0.875,0.1875,1.597,3.25,0.0,0.645
js_strict_eq,alt,nat,10,2.0,48,0.5833,0.4428,0.7115,0.6875,0.8542,0.2083,3.5612,3.25,0.0,0.645
js_strict_eq,alt,nat,10,4.0,48,0.7083,0.5682,0.8176,0.8333,0.8542,0.1667,3.515,3.25,0.0,0.645
js_strict_eq,alt,nat,12,0.5,48,0.125,0.0586,0.247,0.1458,0.9167,0.2292,-1.6862,3.25,0.0,0.645
js_strict_eq,alt,nat,12,1.0,48,0.6042,0.4631,0.7298,0.625,0.9375,0.2292,1.6016,3.25,0.0,0.645
js_strict_eq,alt,nat,12,2.0,48,0.6667,0.5254,0.7832,0.75,0.8958,0.1667,3.7438,3.25,0.0,0.645
js_strict_eq,alt,nat,12,4.0,48,0.7917,0.6574,0.8827,0.8333,0.9167,0.1458,3.667,3.25,0.0,0.645
js_strict_eq,alt,nat,14,0.5,48,0.125,0.0586,0.247,0.125,0.9167,0.1667,-1.6647,3.25,0.0,0.645
js_strict_eq,alt,nat,14,1.0,48,0.5,0.3639,0.6361,0.6042,0.8333,0.1667,1.5931,3.25,0.0,0.645
js_strict_eq,alt,nat,14,2.0,48,0.6875,0.5467,0.8005,0.7917,0.8542,0.1667,3.8613,3.25,0.0,0.645
js_strict_eq,alt,nat,14,4.0,48,0.7708,0.6346,0.8669,0.8542,0.8958,0.125,3.8415,3.25,0.0,0.645
js_strict_eq,alt,nat,16,0.5,48,0.0625,0.0215,0.1684,0.0625,0.9375,0.2292,-1.6628,3.25,0.0,0.645
js_strict_eq,alt,nat,16,1.0,48,0.625,0.4836,0.7478,0.6667,0.8958,0.1667,1.5872,3.25,0.0,0.645
js_strict_eq,alt,nat,16,2.0,48,0.7083,0.5682,0.8176,0.7708,0.8958,0.1667,4.0951,3.25,0.0,0.645
js_strict_eq,alt,nat,16,4.0,48,0.75,0.6122,0.8508,0.8958,0.8542,0.0833,3.9834,3.25,0.0,0.645
js_strict_eq,alt,nat,18,0.5,48,0.0417,0.0115,0.1398,0.0417,0.9167,0.2292,-1.666,3.25,0.0,0.645
js_strict_eq,alt,nat,18,1.0,48,0.5417,0.4029,0.6742,0.6042,0.8958,0.1458,1.4818,3.25,0.0,0.645
js_strict_eq,alt,nat,18,2.0,48,0.625,0.4836,0.7478,0.7708,0.8542,0.1875,4.166,3.25,0.0,0.645
js_strict_eq,alt,nat,18,4.0,48,0.8125,0.6806,0.8981,0.8333,0.9167,0.1458,4.6576,3.25,0.0,0.645
js_strict_eq,alt,nat,20,0.5,48,0.1042,0.0453,0.2217,0.1042,0.875,0.1458,-1.7865,3.25,0.0,0.645
js_strict_eq,alt,nat,20,1.0,48,0.5208,0.3833,0.6553,0.5625,0.9375,0.1667,1.1921,3.25,0.0,0.645
js_strict_eq,alt,nat,20,2.0,48,0.7292,0.59,0.8343,0.7917,0.9167,0.1667,3.8034,3.25,0.0,0.645
js_strict_eq,alt,nat,20,4.0,48,0.7708,0.6346,0.8669,0.8333,0.9167,0.1458,4.1543,3.25,0.0,0.645
js_strict_eq,alt,nat,22,0.5,48,0.1042,0.0453,0.2217,0.1042,0.9583,0.2708,-1.9082,3.25,0.0,0.645
js_strict_eq,alt,nat,22,1.0,48,0.4167,0.2885,0.5572,0.4583,0.9375,0.1875,1.1641,3.25,0.0,0.645
js_strict_eq,alt,nat,22,2.0,48,0.7083,0.5682,0.8176,0.75,0.9375,0.1667,4.5736,3.25,0.0,0.645
js_strict_eq,alt,nat,22,4.0,48,0.8333,0.7042,0.913,0.875,0.9375,0.1042,4.7871,3.25,0.0,0.645
js_strict_eq,alt,nat,24,0.5,48,0.0417,0.0115,0.1398,0.0417,0.9375,0.2292,-2.791,3.25,0.0,0.645
js_strict_eq,alt,nat,24,1.0,48,0.25,0.1492,0.3878,0.2917,0.9375,0.1667,-0.515,3.25,0.0,0.645
js_strict_eq,alt,nat,24,2.0,48,0.7292,0.59,0.8343,0.7917,0.9375,0.1667,3.7461,3.25,0.0,0.645
js_strict_eq,alt,nat,24,4.0,48,0.6875,0.5467,0.8005,0.7708,0.8958,0.2083,6.2044,3.25,0.0,0.645
js_strict_eq,alt,nat,26,0.5,48,0.0208,0.0037,0.109,0.0417,0.8958,0.1875,-4.0052,3.25,0.0,0.645
js_strict_eq,alt,nat,26,1.0,48,0.0417,0.0115,0.1398,0.0625,0.875,0.125,-3.2487,3.25,0.0,0.645
js_strict_eq,alt,nat,26,2.0,48,0.0625,0.0215,0.1684,0.0625,0.9583,0.1875,-1.5579,3.25,0.0,0.645
