family,layer,rel_norm,split_half_cos,cos_read_write,n_nat,n_alt,tokens_per_prompt_nat,tokens_per_prompt_alt
percent_sign,6,0.4096,0.999,-0.096,200,200,4.0,4.0
percent_sign,7,0.3572,0.999,-0.134,200,200,4.0,4.0
percent_sign,8,0.3662,0.998,0.042,200,200,4.0,4.0
percent_sign,9,0.3178,0.998,0.01,200,200,4.0,4.0
percent_sign,10,0.2943,0.998,-0.027,200,200,4.0,4.0
percent_sign,11,0.3081,0.998,-0.022,200,200,4.0,4.0
percent_sign,12,0.3729,0.998,-0.011,200,200,4.0,4.0
percent_sign,13,0.3804,0.998,0.03,200,200,4.0,4.0
percent_sign,14,0.3301,0.998,0.015,200,200,4.0,4.0
percent_sign,15,0.3111,0.997,0.01,200,200,4.0,4.0
percent_sign,16,0.3226,0.997,0.007,200,200,4.0,4.0
percent_sign,17,0.3157,0.997,0.0,200,200,4.0,4.0
percent_sign,18,0.3005,0.996,0.016,200,200,4.0,4.0
percent_sign,19,0.2872,0.995,-0.001,200,200,4.0,4.0
percent_sign,20,0.2571,0.995,-0.0,200,200,4.0,4.0
percent_sign,21,0.2341,0.994,0.037,200,200,4.0,4.0
percent_sign,22,0.2177,0.993,0.032,200,200,4.0,4.0
percent_sign,23,0.2102,0.993,0.024,200,200,4.0,4.0
percent_sign,24,0.1946,0.992,0.023,200,200,4.0,4.0
percent_sign,25,0.1786,0.991,0.02,200,200,4.0,4.0
percent_sign,26,0.1631,0.991,0.027,200,200,4.0,4.0
percent_sign,27,0.1433,0.99,0.041,200,200,4.0,4.0
percent_sign,28,0.308,0.993,-0.002,200,200,4.0,4.0
ordinal_words,1,0.4526,1.0,0.131,200,200,8.0,4.0
ordinal_words,2,0.4654,0.999,0.163,200,200,8.0,4.0
ordinal_words,3,0.5114,0.999,0.124,200,200,8.0,4.0
ordinal_words,4,0.4915,0.999,0.062,200,200,8.0,4.0
ordinal_words,5,0.4278,0.998,0.014,200,200,8.0,4.0
ordinal_words,6,0.4808,0.998,0.085,200,200,8.0,4.0
ordinal_words,7,0.4141,0.998,0.048,200,200,8.0,4.0
ordinal_words,8,0.4366,0.998,0.145,200,200,8.0,4.0
ordinal_words,9,0.4045,0.998,0.264,200,200,8.0,4.0
ordinal_words,10,0.3821,0.998,0.196,200,200,8.0,4.0
ordinal_words,11,0.3848,0.998,0.154,200,200,8.0,4.0
ordinal_words,12,0.4201,0.998,0.153,200,200,8.0,4.0
ordinal_words,13,0.4465,0.998,0.119,200,200,8.0,4.0
ordinal_words,14,0.4172,0.998,0.12,200,200,8.0,4.0
ordinal_words,15,0.4221,0.998,0.115,200,200,8.0,4.0
ordinal_words,16,0.4612,0.998,0.199,200,200,8.0,4.0
ordinal_words,17,0.465,0.998,0.209,200,200,8.0,4.0
ordinal_words,18,0.499,0.998,0.198,200,200,8.0,4.0
ordinal_words,19,0.5018,0.998,0.155,200,200,8.0,4.0
ordinal_words,20,0.4846,0.997,0.168,200,200,8.0,4.0
ordinal_words,21,0.4647,0.997,0.199,200,200,8.0,4.0
ordinal_words,22,0.4601,0.997,0.237,200,200,8.0,4.0
ordinal_words,23,0.4524,0.997,0.232,200,200,8.0,4.0
ordinal_words,24,0.4304,0.997,0.213,200,200,8.0,4.0
ordinal_words,25,0.4094,0.997,0.194,200,200,8.0,4.0
ordinal_words,26,0.4035,0.997,0.219,200,200,8.0,4.0
ordinal_words,27,0.3603,0.997,0.204,200,200,8.0,4.0
ordinal_words,28,0.5965,0.996,0.222,200,200,8.0,4.0
