family,target,layer,alpha,n,success,lo,hi,target_rate,judge_ok,unscorable,margin,top1,baseline
js_hungarian,nat,12,2.0,50,0.76,0.6259,0.857,0.86,0.9,0.14,-1.37,0.22,0.76
js_hungarian,nat,12,4.0,50,0.54,0.404,0.6703,0.78,0.76,0.22,-1.3363,0.22,0.76
js_hungarian,nat,14,0.5,50,0.58,0.4423,0.7063,0.74,0.8,0.26,-1.3856,0.22,0.76
js_hungarian,nat,14,1.0,50,0.72,0.5833,0.8253,0.82,0.9,0.18,-1.3925,0.22,0.76
js_hungarian,nat,14,2.0,50,0.62,0.4815,0.7414,0.74,0.86,0.26,-1.425,0.22,0.76
js_hungarian,nat,14,4.0,50,0.76,0.6259,0.857,0.84,0.92,0.16,-1.465,0.22,0.76
js_hungarian,nat,16,0.5,50,0.74,0.6045,0.8413,0.84,0.9,0.16,-1.39,0.22,0.76
js_hungarian,nat,16,1.0,50,0.7,0.5625,0.809,0.8,0.9,0.2,-1.3962,0.22,0.76
js_hungarian,nat,16,2.0,50,0.6,0.4618,0.7239,0.7,0.88,0.28,-1.43,0.22,0.76
js_hungarian,nat,16,4.0,50,0.66,0.5215,0.7756,0.74,0.9,0.24,-1.4538,0.22,0.76
js_hungarian,nat,18,0.5,50,0.6,0.4618,0.7239,0.74,0.84,0.26,-1.3219,0.22,0.76
js_hungarian,nat,18,1.0,50,0.68,0.5419,0.7924,0.78,0.9,0.22,-1.2712,0.22,0.76
js_hungarian,nat,18,2.0,50,0.68,0.5419,0.7924,0.82,0.82,0.16,-1.2063,0.22,0.76
js_hungarian,nat,18,4.0,50,0.56,0.4231,0.6884,0.7,0.86,0.3,-1.1138,0.22,0.76
js_hungarian,nat,20,0.5,50,0.68,0.5419,0.7924,0.74,0.92,0.26,-1.2362,0.22,0.76
js_hungarian,nat,20,1.0,50,0.72,0.5833,0.8253,0.84,0.86,0.14,-1.1087,0.22,0.76
js_hungarian,nat,20,2.0,50,0.64,0.5014,0.7586,0.8,0.82,0.2,-0.8762,0.22,0.76
js_hungarian,nat,20,4.0,50,0.72,0.5833,0.8253,0.78,0.94,0.22,-0.2925,0.22,0.76
js_hungarian,nat,22,0.5,50,0.6,0.4618,0.7239,0.68,0.9,0.32,-0.7087,0.22,0.76
js_hungarian,nat,22,1.0,50,0.78,0.6476,0.8725,0.8,0.98,0.2,-0.0863,0.22,0.76
js_hungarian,nat,22,2.0,50,0.72,0.5833,0.8253,0.8,0.9,0.2,1.0006,0.2,0.76
js_hungarian,nat,22,4.0,50,0.76,0.6259,0.857,0.84,0.9,0.16,2.5738,0.28,0.76
js_hungarian,nat,24,0.5,50,0.64,0.5014,0.7586,0.74,0.9,0.26,-0.0488,0.22,0.76
js_hungarian,nat,24,1.0,50,0.62,0.4815,0.7414,0.7,0.88,0.3,1.1594,0.2,0.76
js_hungarian,nat,24,2.0,50,0.68,0.5419,0.7924,0.74,0.92,0.26,3.2731,0.22,0.76
js_hungarian,nat,24,4.0,50,0.82,0.692,0.9023,0.9,0.86,0.1,6.2672,0.48,0.76
js_hungarian,nat,26,0.5,50,0.7,0.5625,0.809,0.76,0.9,0.24,0.2862,0.22,0.76
js_hungarian,nat,26,1.0,50,0.64,0.5014,0.7586,0.88,0.74,0.12,1.7944,0.2,0.76
js_hungarian,nat,26,2.0,50,0.7,0.5625,0.809,0.86,0.84,0.14,4.4575,0.2,0.76
js_hungarian,nat,26,4.0,50,0.8,0.6696,0.8876,0.9,0.86,0.1,7.7953,0.38,0.76
js_hungarian,alt,2,0.5,50,0.0,0.0,0.0714,0.0,0.88,0.2,1.3738,0.36,0.0
js_hungarian,alt,2,1.0,50,0.0,0.0,0.0714,0.0,0.84,0.16,1.37,0.36,0.0
js_hungarian,alt,2,2.0,50,0.02,0.0035,0.105,0.02,0.9,0.2,1.3744,0.36,0.0
js_hungarian,alt,2,4.0,50,0.04,0.011,0.1346,0.04,0.94,0.24,1.3856,0.36,0.0
js_hungarian,alt,4,0.5,50,0.0,0.0,0.0714,0.0,0.9,0.26,1.3856,0.36,0.0
js_hungarian,alt,4,1.0,50,0.0,0.0,0.0714,0.0,0.88,0.24,1.3694,0.36,0.0
js_hungarian,alt,4,2.0,50,0.02,0.0035,0.105,0.02,0.9,0.18,1.3875,0.36,0.0
js_hungarian,alt,4,4.0,50,0.0,0.0,0.0714,0.0,0.88,0.18,1.3787,0.36,0.0
js_hungarian,alt,6,0.5,50,0.0,0.0,0.0714,0.0,0.92,0.26,1.38,0.36,0.0
js_hungarian,alt,6,1.0,50,0.0,0.0,0.0714,0.0,0.9,0.26,1.3613,0.36,0.0
js_hungarian,alt,6,2.0,50,0.02,0.0035,0.105,0.02,0.86,0.22,1.375,0.36,0.0
js_hungarian,alt,6,4.0,50,0.02,0.0035,0.105,0.02,0.9,0.18,1.365,0.36,0.0
js_hungarian,alt,8,0.5,50,0.0,0.0,0.0714,0.0,0.92,0.32,1.3775,0.36,0.0
js_hungarian,alt,8,1.0,50,0.0,0.0,0.0714,0.0,0.9,0.2,1.3844,0.36,0.0
js_hungarian,alt,8,2.0,50,0.0,0.0,0.0714,0.0,0.88,0.24,1.3994,0.36,0.0
js_hungarian,alt,8,4.0,50,0.0,0.0,0.0714,0.0,0.94,0.22,1.3956,0.36,0.0
js_hungarian,alt,10,0.5,50,0.0,0.0,0.0714,0.0,0.9,0.2,1.3875,0.36,0.0
js_hungarian,alt,10,1.0,50,0.0,0.0,0.0714,0.0,0.88,0.2,1.3931,0.36,0.0
js_hungarian,alt,10,2.0,50,0.0,0.0,0.0714,0.0,0.8,0.22,1.4213,0.36,0.0
js_hungarian,alt,10,4.0,50,0.0,0.0,0.0714,0.0,0.88,0.32,1.5213,0.36,0.0
js_hungarian,alt,12,0.5,50,0.0,0.0,0.0714,0.0,0.9,0.28,1.3819,0.36,0.0
js_hungarian,alt,12,1.0,50,0.0,0.0,0.0714,0.0,0.88,0.18,1.3938,0.36,0.0
js_hungarian,alt,12,2.0,50,0.04,0.011,0.1346,0.04,0.96,0.22,1.4025,0.36,0.0
js_hungarian,alt,12,4.0,50,0.0,0.0,0.0714,0.0,0.9,0.2,1.4769,0.36,0.0
js_hungarian,alt,14,0.5,50,0.0,0.0,0.0714,0.0,0.9,0.18,1.3625,0.36,0.0
js_hungarian,alt,14,1.0,50,0.0,0.0,0.0714,0.0,0.9,0.26,1.3619,0.36,0.0
js_hungarian,alt,14,2.0,50,0.0,0.0,0.0714,0.0,0.82,0.22,1.3519,0.36,0.0
js_hungarian,alt,14,4.0,50,0.0,0.0,0.0714,0.0,0.82,0.18,1.3669,0.36,0.0
js_hungarian,alt,16,0.5,50,0.0,0.0,0.0714,0.0,0.94,0.24,1.3781,0.36,0.0
js_hungarian,alt,16,1.0,50,0.0,0.0,0.0714,0.0,0.94,0.22,1.3806,0.36,0.0
js_hungarian,alt,16,2.0,50,0.0,0.0,0.0714,0.0,0.92,0.24,1.38,0.36,0.0
js_hungarian,alt,16,4.0,50,0.02,0.0035,0.105,0.02,0.9,0.18,1.4619,0.36,0.0
js_hungarian,alt,18,0.5,50,0.0,0.0,0.0714,0.0,0.86,0.26,1.4519,0.36,0.0
js_hungarian,alt,18,1.0,50,0.02,0.0035,0.105,0.02,0.9,0.22,1.5519,0.36,0.0
js_hungarian,alt,18,2.0,50,0.02,0.0035,0.105,0.02,0.96,0.26,1.8119,0.36,0.0
js_hungarian,alt,18,4.0,50,0.0,0.0,0.0714,0.0,0.92,0.22,2.52,0.36,0.0
js_hungarian,alt,20,0.5,50,0.02,0.0035,0.105,0.02,0.9,0.24,1.5938,0.36,0.0
js_hungarian,alt,20,1.0,50,0.04,0.011,0.1346,0.04,0.88,0.2,1.9975,0.36,0.0
js_hungarian,alt,20,2.0,50,0.0,0.0,0.0714,0.0,0.9,0.14,3.3431,0.38,0.0
js_hungarian,alt,20,4.0,50,0.0,0.0,0.0714,0.0,0.8,0.22,5.247,0.38,0.0
js_hungarian,alt,22,0.5,50,0.0,0.0,0.0714,0.0,0.9,0.16,2.3875,0.36,0.0
js_hungarian,alt,22,1.0,50,0.02,0.0035,0.105,0.02,0.88,0.22,3.7562,0.4,0.0
js_hungarian,alt,22,2.0,50,0.04,0.011,0.1346,0.04,0.88,0.18,5.7712,0.42,0.0
js_hungarian,alt,22,4.0,50,0.06,0.0206,0.1622,0.06,0.82,0.12,7.9916,0.4,0.0
js_hungarian,alt,24,0.5,50,0.0,0.0,0.0714,0.0,0.9,0.24,2.8075,0.36,0.0
js_hungarian,alt,24,1.0,50,0.0,0.0,0.0714,0.0,0.86,0.18,4.2181,0.38,0.0
js_hungarian,alt,24,2.0,50,0.06,0.0206,0.1622,0.06,0.88,0.18,6.1157,0.48,0.0
js_hungarian,alt,24,4.0,50,0.04,0.011,0.1346,0.06,0.76,0.06,8.2139,0.2,0.0
js_hungarian,alt,26,0.5,50,0.0,0.0,0.0714,0.0,0.8,0.24,3.1025,0.38,0.0
js_hungarian,alt,26,1.0,50,0.04,0.011,0.1346,0.08,0.88,0.12,4.6119,0.38,0.0
js_hungarian,alt,26,2.0,50,0.04,0.011,0.1346,0.04,0.78,0.02,6.6762,0.38,0.0
js_hungarian,alt,26,4.0,50,0.06,0.0206,0.1622,0.1,0.72,0.0,8.6996,0.22,0.0
js_strict_eq,nat,2,0.5,48,0.5625,0.4227,0.693,0.6042,0.9167,0.2708,2.5078,0.6042,0.6667
js_strict_eq,nat,2,1.0,48,0.7083,0.5682,0.8176,0.7292,0.9167,0.2292,2.5091,0.625,0.6667
js_strict_eq,nat,2,2.0,48,0.625,0.4836,0.7478,0.625,0.9167,0.25,2.5247,0.625,0.6667
js_strict_eq,nat,2,4.0,48,0.6458,0.5044,0.7657,0.7083,0.8958,0.1875,2.5052,0.6042,0.6667
js_strict_eq,nat,4,0.5,48,0.5833,0.4428,0.7115,0.6458,0.9167,0.2917,2.5143,0.625,0.6667
js_strict_eq,nat,4,1.0,48,0.6458,0.5044,0.7657,0.6667,0.9583,0.3125,2.5143,0.6042,0.6667
js_strict_eq,nat,4,2.0,48,0.6875,0.5467,0.8005,0.7083,0.9583,0.2292,2.5013,0.5833,0.6667
js_strict_eq,nat,4,4.0,48,0.7083,0.5682,0.8176,0.7292,0.9583,0.2083,2.5247,0.6042,0.6667
js_strict_eq,nat,6,0.5,48,0.6667,0.5254,0.7832,0.7083,0.9167,0.25,2.5169,0.625,0.6667
js_strict_eq,nat,6,1.0,48,0.5625,0.4227,0.693,0.5833,0.9375,0.2708,2.513,0.6042,0.6667
js_strict_eq,nat,6,2.0,48,0.7292,0.59,0.8343,0.7292,1.0,0.1667,2.5208,0.6042,0.6667
js_strict_eq,nat,6,4.0,48,0.6667,0.5254,0.7832,0.7083,0.9167,0.25,2.5052,0.6042,0.6667
js_strict_eq,nat,8,0.5,48,0.7708,0.6346,0.8669,0.7708,1.0,0.1667,2.5169,0.625,0.6667
js_strict_eq,nat,8,1.0,48,0.6042,0.4631,0.7298,0.6458,0.9167,0.2708,2.5091,0.625,0.6667
js_strict_eq,nat,8,2.0,48,0.625,0.4836,0.7478,0.6875,0.9167,0.2083,2.5286,0.6042,0.6667
js_strict_eq,nat,8,4.0,48,0.7083,0.5682,0.8176,0.7708,0.8958,0.1875,2.5508,0.6042,0.6667
js_strict_eq,nat,10,0.5,48,0.5625,0.4227,0.693,0.6042,0.8958,0.3125,2.5221,0.6042,0.6667
js_strict_eq,nat,10,1.0,48,0.6875,0.5467,0.8005,0.7292,0.9375,0.1875,2.5326,0.6042,0.6667
js_strict_eq,nat,10,2.0,48,0.6042,0.4631,0.7298,0.7083,0.875,0.2083,2.5898,0.6042,0.6667
js_strict_eq,nat,10,4.0,48,0.6667,0.5254,0.7832,0.7083,0.9583,0.25,2.6263,0.6042,0.6667
js_strict_eq,nat,12,0.5,48,0.6875,0.5467,0.8005,0.75,0.8958,0.1875,2.5352,0.6042,0.6667
js_strict_eq,nat,12,1.0,48,0.6875,0.5467,0.8005,0.7083,0.9375,0.2292,2.5482,0.6042,0.6667
js_strict_eq,nat,12,2.0,48,0.6667,0.5254,0.7832,0.6875,0.9583,0.2292,2.5951,0.625,0.6667
js_strict_eq,nat,12,4.0,48,0.7083,0.5682,0.8176,0.7083,0.9583,0.2292,2.6823,0.625,0.6667
js_strict_eq,nat,14,0.5,48,0.7917,0.6574,0.8827,0.7917,0.9583,0.1875,2.5391,0.6042,0.6667
js_strict_eq,nat,14,1.0,48,0.625,0.4836,0.7478,0.6875,0.9167,0.1875,2.556,0.6042,0.6667
js_strict_eq,nat,14,2.0,48,0.6667,0.5254,0.7832,0.6667,0.9583,0.25,2.5964,0.625,0.6667
js_strict_eq,nat,14,4.0,48,0.7083,0.5682,0.8176,0.7292,0.9583,0.25,2.6979,0.625,0.6667
js_strict_eq,nat,16,0.5,48,0.6458,0.5044,0.7657,0.6875,0.9375,0.2292,2.5599,0.6042,0.6667
js_strict_eq,nat,16,1.0,48,0.7292,0.59,0.8343,0.7292,0.9375,0.2083,2.5911,0.6042,0.6667
js_strict_eq,nat,16,2.0,48,0.6667,0.5254,0.7832,0.6875,0.9792,0.2292,2.6719,0.625,0.6667
js_strict_eq,nat,16,4.0,48,0.6667,0.5254,0.7832,0.6667,0.9583,0.2708,2.8125,0.625,0.6667
js_strict_eq,nat,18,0.5,48,0.625,0.4836,0.7478,0.6667,0.9375,0.2083,2.5911,0.625,0.6667
js_strict_eq,nat,18,1.0,48,0.6458,0.5044,0.7657,0.6667,0.9792,0.2083,2.6367,0.6042,0.6667
js_strict_eq,nat,18,2.0,48,0.6667,0.5254,0.7832,0.7083,0.9375,0.2292,2.7578,0.625,0.6667
js_strict_eq,nat,18,4.0,48,0.7708,0.6346,0.8669,0.7708,0.9583,0.2083,3.0182,0.625,0.6667
js_strict_eq,nat,20,0.5,48,0.7292,0.59,0.8343,0.7292,0.9792,0.2083,2.875,0.625,0.6667
js_strict_eq,nat,20,1.0,48,0.75,0.6122,0.8508,0.7917,0.9375,0.1875,3.2292,0.625,0.6667
js_strict_eq,nat,20,2.0,48,0.7083,0.5682,0.8176,0.7292,0.9583,0.2083,3.9622,0.625,0.6667
js_strict_eq,nat,20,4.0,48,0.7083,0.5682,0.8176,0.7292,0.9583,0.2292,5.3125,0.625,0.6667
js_strict_eq,nat,22,0.5,48,0.6458,0.5044,0.7657,0.6875,0.9375,0.2917,2.8932,0.625,0.6667
js_strict_eq,nat,22,1.0,48,0.6667,0.5254,0.7832,0.7083,0.9375,0.2292,3.2943,0.625,0.6667
js_strict_eq,nat,22,2.0,48,0.7292,0.59,0.8343,0.7708,0.9375,0.2083,4.0885,0.625,0.6667
js_strict_eq,nat,22,4.0,48,0.7292,0.59,0.8343,0.7708,0.9583,0.2083,5.7448,0.6458,0.6667
js_strict_eq,nat,24,0.5,48,0.75,0.6122,0.8508,0.7708,0.9583,0.2292,4.5378,0.625,0.6667
js_strict_eq,nat,24,1.0,48,0.625,0.4836,0.7478,0.625,0.875,0.3542,6.7357,0.625,0.6667
js_strict_eq,nat,24,2.0,48,0.8125,0.6806,0.8981,0.8333,0.9583,0.1667,11.3066,0.6458,0.6667
js_strict_eq,nat,24,4.0,48,0.8125,0.6806,0.8981,0.8542,0.9167,0.125,18.6267,0.75,0.6667
js_strict_eq,nat,26,0.5,48,0.7292,0.59,0.8343,0.75,0.9167,0.25,6.1953,0.625,0.6667
js_strict_eq,nat,26,1.0,48,0.6667,0.5254,0.7832,0.7292,0.875,0.25,10.0905,0.625,0.6667
js_strict_eq,nat,26,2.0,48,0.8125,0.6806,0.8981,0.875,0.9375,0.125,17.7774,0.6875,0.6667
js_strict_eq,nat,26,4.0,48,0.8333,0.7042,0.913,0.875,0.9375,0.125,28.6953,0.7708,0.6667
js_strict_eq,alt,2,0.5,48,0.0417,0.0115,0.1398,0.0417,0.9375,0.2917,-2.5078,0.0,0.0833
js_strict_eq,alt,2,1.0,48,0.0417,0.0115,0.1398,0.0417,0.8958,0.25,-2.5156,0.0,0.0833
js_strict_eq,alt,2,2.0,48,0.0417,0.0115,0.1398,0.0417,0.9792,0.25,-2.5065,0.0,0.0833
js_strict_eq,alt,2,4.0,48,0.0417,0.0115,0.1398,0.0417,0.9792,0.2083,-2.5091,0.0,0.0833
js_strict_eq,alt,4,0.5,48,0.0417,0.0115,0.1398,0.0417,0.875,0.2917,-2.5078,0.0,0.0833
js_strict_eq,alt,4,1.0,48,0.0417,0.0115,0.1398,0.0417,0.9583,0.2083,-2.5013,0.0,0.0833
js_strict_eq,alt,4,2.0,48,0.1042,0.0453,0.2217,0.1042,0.9792,0.2083,-2.513,0.0,0.0833
js_strict_eq,alt,4,4.0,48,0.0833,0.0329,0.1955,0.0833,0.9583,0.2083,-2.5078,0.0,0.0833
js_strict_eq,alt,6,0.5,48,0.125,0.0586,0.247,0.125,1.0,0.2292,-2.5156,0.0,0.0833
js_strict_eq,alt,6,1.0,48,0.0625,0.0215,0.1684,0.0625,0.8958,0.25,-2.5026,0.0,0.0833
js_strict_eq,alt,6,2.0,48,0.1042,0.0453,0.2217,0.1042,0.9792,0.2083,-2.5065,0.0,0.0833
js_strict_eq,alt,6,4.0,48,0.0625,0.0215,0.1684,0.0625,0.9167,0.2708,-2.5065,0.0,0.0833
js_strict_eq,alt,8,0.5,48,0.0833,0.0329,0.1955,0.0833,0.9583,0.1875,-2.4948,0.0,0.0833
js_strict_eq,alt,8,1.0,48,0.0833,0.0329,0.1955,0.0833,0.9375,0.1875,-2.5052,0.0,0.0833
js_strict_eq,alt,8,2.0,48,0.125,0.0586,0.247,0.125,0.9583,0.3333,-2.4935,0.0,0.0833
js_strict_eq,alt,8,4.0,48,0.0833,0.0329,0.1955,0.1042,0.9167,0.2708,-2.4714,0.0,0.0833
js_strict_eq,alt,10,0.5,48,0.0,0.0,0.0741,0.0,0.9583,0.2708,-2.5078,0.0,0.0833
js_strict_eq,alt,10,1.0,48,0.0833,0.0329,0.1955,0.0833,0.9167,0.2708,-2.4844,0.0,0.0833
js_strict_eq,alt,10,2.0,48,0.0625,0.0215,0.1684,0.0625,0.9583,0.2083,-2.4492,0.0,0.0833
js_strict_eq,alt,10,4.0,48,0.0833,0.0329,0.1955,0.1042,0.9375,0.2708,-2.3737,0.0,0.0833
js_strict_eq,alt,12,0.5,48,0.1458,0.0725,0.2717,0.1458,0.9375,0.2292,-2.4857,0.0,0.0833
js_strict_eq,alt,12,1.0,48,0.0208,0.0037,0.109,0.0208,0.9583,0.3958,-2.4544,0.0,0.0833
js_strict_eq,alt,12,2.0,48,0.0,0.0,0.0741,0.0208,0.9167,0.3333,-2.4049,0.0,0.0833
js_strict_eq,alt,12,4.0,48,0.0,0.0,0.0741,0.0,0.9583,0.2292,-2.3086,0.0,0.0833
js_strict_eq,alt,14,0.5,48,0.0208,0.0037,0.109,0.0417,0.9375,0.2917,-2.4857,0.0,0.0833
js_strict_eq,alt,14,1.0,48,0.125,0.0586,0.247,0.125,0.875,0.3125,-2.4518,0.0,0.0833
js_strict_eq,alt,14,2.0,48,0.0625,0.0215,0.1684,0.0625,0.9583,0.1667,-2.4102,0.0,0.0833
js_strict_eq,alt,14,4.0,48,0.0625,0.0215,0.1684,0.0833,0.9167,0.2708,-2.2878,0.0,0.0833
js_strict_eq,alt,16,0.5,48,0.0417,0.0115,0.1398,0.0417,0.9375,0.2917,-2.4766,0.0,0.0833
js_strict_eq,alt,16,1.0,48,0.0625,0.0215,0.1684,0.0625,0.9583,0.2917,-2.4258,0.0,0.0833
js_strict_eq,alt,16,2.0,48,0.0208,0.0037,0.109,0.0208,0.9167,0.25,-2.3359,0.0,0.0833
js_strict_eq,alt,16,4.0,48,0.0417,0.0115,0.1398,0.0417,0.8542,0.3333,-2.194,0.0,0.0833
js_strict_eq,alt,18,0.5,48,0.0625,0.0215,0.1684,0.0625,0.9375,0.1875,-2.4427,0.0,0.0833
js_strict_eq,alt,18,1.0,48,0.0625,0.0215,0.1684,0.0625,0.9167,0.2292,-2.3737,0.0,0.0833
js_strict_eq,alt,18,2.0,48,0.0208,0.0037,0.109,0.0208,0.8542,0.25,-2.2435,0.0,0.0833
js_strict_eq,alt,18,4.0,48,0.0417,0.0115,0.1398,0.0417,0.9375,0.2292,-2.0039,0.0,0.0833
js_strict_eq,alt,20,0.5,48,0.0417,0.0115,0.1398,0.0417,0.9375,0.2083,-2.1589,0.0,0.0833
js_strict_eq,alt,20,1.0,48,0.0625,0.0215,0.1684,0.0625,0.9583,0.2292,-1.8229,0.0,0.0833
js_strict_eq,alt,20,2.0,48,0.1667,0.087,0.2958,0.1667,0.9583,0.1458,-1.2539,0.0208,0.0833
js_strict_eq,alt,20,4.0,48,0.375,0.2522,0.5164,0.375,0.9583,0.25,-0.3281,0.1458,0.0833
js_strict_eq,alt,22,0.5,48,0.0833,0.0329,0.1955,0.0833,0.9167,0.2083,-2.1341,0.0,0.0833
js_strict_eq,alt,22,1.0,48,0.0833,0.0329,0.1955,0.0833,0.9583,0.2083,-1.7604,0.0,0.0833
js_strict_eq,alt,22,2.0,48,0.1667,0.087,0.2958,0.1875,0.9583,0.2917,-1.0898,0.0417,0.0833
js_strict_eq,alt,22,4.0,48,0.375,0.2522,0.5164,0.375,0.9792,0.2292,0.0794,0.2292,0.0833
js_strict_eq,alt,24,0.5,48,0.2708,0.1657,0.41,0.2917,0.9583,0.25,-0.5768,0.0833,0.0833
js_strict_eq,alt,24,1.0,48,0.3958,0.2702,0.5369,0.4583,0.9375,0.1667,1.2552,0.4583,0.0833
js_strict_eq,alt,24,2.0,48,0.6458,0.5044,0.7657,0.6875,0.9167,0.125,4.4987,0.7292,0.0833
js_strict_eq,alt,24,4.0,48,0.7917,0.6574,0.8827,0.8958,0.8958,0.0625,8.8301,0.7083,0.0833
js_strict_eq,alt,26,0.5,48,0.3125,0.1995,0.4533,0.3333,0.9167,0.1667,1.056,0.375,0.0833
js_strict_eq,alt,26,1.0,48,0.5417,0.4029,0.6742,0.5833,0.9167,0.25,4.9023,0.7292,0.0833
js_strict_eq,alt,26,2.0,48,0.7917,0.6574,0.8827,0.9167,0.875,0.0417,11.9238,0.8125,0.0833
js_strict_eq,alt,26,4.0,48,0.9375,0.8316,0.9785,0.9792,0.9583,0.0208,21.6726,0.7708,0.0833
py_comprehension,nat,2,0.5,49,0.4082,0.2822,0.5475,0.4694,0.8776,0.4286,1.7117,0.4286,0.3878
py_comprehension,nat,2,1.0,49,0.4082,0.2822,0.5475,0.449,0.9184,0.4286,1.7143,0.4286,0.3878
py_comprehension,nat,2,2.0,49,0.2653,0.1621,0.4026,0.3469,0.8571,0.4694,1.7015,0.4286,0.3878
py_comprehension,nat,2,4.0,49,0.3878,0.2643,0.5275,0.4898,0.8571,0.4082,1.7219,0.4286,0.3878
py_comprehension,nat,4,0.5,49,0.3878,0.2643,0.5275,0.449,0.8571,0.3878,1.7194,0.4286,0.3878
py_comprehension,nat,4,1.0,49,0.3469,0.2292,0.4869,0.3673,0.8571,0.5102,1.7245,0.4286,0.3878
py_comprehension,nat,4,2.0,49,0.3878,0.2643,0.5275,0.4082,0.8776,0.4082,1.7296,0.449,0.3878
py_comprehension,nat,4,4.0,49,0.2857,0.1785,0.4241,0.3673,0.8367,0.3878,1.7704,0.449,0.3878
py_comprehension,nat,6,0.5,49,0.3469,0.2292,0.4869,0.3878,0.9388,0.4898,1.7602,0.4286,0.3878
py_comprehension,nat,6,1.0,49,0.4898,0.3557,0.6253,0.551,0.8776,0.3265,1.8061,0.4286,0.3878
py_comprehension,nat,6,2.0,49,0.4286,0.3002,0.5673,0.4898,0.8776,0.3878,1.9082,0.449,0.3878
py_comprehension,nat,6,4.0,49,0.3469,0.2292,0.4869,0.3673,0.8776,0.4694,2.1046,0.4694,0.3878
py_comprehension,nat,8,0.5,49,0.3878,0.2643,0.5275,0.4286,0.8776,0.4694,1.7908,0.4286,0.3878
py_comprehension,nat,8,1.0,49,0.3469,0.2292,0.4869,0.3878,0.898,0.5102,1.8776,0.449,0.3878
py_comprehension,nat,8,2.0,49,0.4082,0.2822,0.5475,0.449,0.8776,0.3878,2.0459,0.449,0.3878
py_comprehension,nat,8,4.0,49,0.4694,0.337,0.6062,0.551,0.898,0.3878,2.4133,0.5102,0.3878
py_comprehension,nat,10,0.5,49,0.3265,0.2121,0.4662,0.3673,0.8776,0.4694,1.8495,0.4286,0.3878
py_comprehension,nat,10,1.0,49,0.3469,0.2292,0.4869,0.449,0.8571,0.4082,2.0153,0.449,0.3878
py_comprehension,nat,10,2.0,49,0.4898,0.3557,0.6253,0.551,0.898,0.3265,2.3163,0.4898,0.3878
py_comprehension,nat,10,4.0,49,0.4898,0.3557,0.6253,0.551,0.8776,0.3673,2.977,0.5714,0.3878
py_comprehension,nat,12,0.5,49,0.3265,0.2121,0.4662,0.3878,0.8571,0.5102,1.8546,0.449,0.3878
py_comprehension,nat,12,1.0,49,0.3265,0.2121,0.4662,0.3673,0.8571,0.449,1.9923,0.449,0.3878
py_comprehension,nat,12,2.0,49,0.449,0.3185,0.5869,0.4898,0.8776,0.4082,2.2806,0.449,0.3878
py_comprehension,nat,12,4.0,49,0.5102,0.3747,0.6443,0.5918,0.8776,0.3265,2.8571,0.5102,0.3878
py_comprehension,nat,14,0.5,49,0.5102,0.3747,0.6443,0.5306,0.8776,0.3469,1.8571,0.449,0.3878
py_comprehension,nat,14,1.0,49,0.4082,0.2822,0.5475,0.449,0.8571,0.4082,2.0128,0.4694,0.3878
py_comprehension,nat,14,2.0,49,0.3878,0.2643,0.5275,0.4082,0.8367,0.4898,2.3316,0.4694,0.3878
py_comprehension,nat,14,4.0,49,0.5102,0.3747,0.6443,0.551,0.9184,0.3673,2.9745,0.5918,0.3878
py_comprehension,nat,16,0.5,49,0.3878,0.2643,0.5275,0.4082,0.8571,0.4694,1.8648,0.4286,0.3878
py_comprehension,nat,16,1.0,49,0.4694,0.337,0.6062,0.5102,0.8776,0.4286,2.0459,0.4694,0.3878
py_comprehension,nat,16,2.0,49,0.449,0.3185,0.5869,0.4694,0.9592,0.4082,2.4209,0.4694,0.3878
py_comprehension,nat,16,4.0,49,0.3469,0.2292,0.4869,0.4082,0.7551,0.4898,3.1327,0.5714,0.3878
py_comprehension,nat,18,0.5,49,0.4082,0.2822,0.5475,0.4898,0.8776,0.4286,2.2934,0.449,0.3878
py_comprehension,nat,18,1.0,49,0.449,0.3185,0.5869,0.4694,0.9592,0.4694,2.9184,0.5306,0.3878
py_comprehension,nat,18,2.0,49,0.4286,0.3002,0.5673,0.4898,0.8367,0.4694,4.1454,0.551,0.3878
py_comprehension,nat,18,4.0,49,0.5306,0.3938,0.663,0.5714,0.8776,0.4286,6.5217,0.6122,0.3878
py_comprehension,nat,20,0.5,49,0.5306,0.3938,0.663,0.551,0.898,0.4082,2.8418,0.4898,0.3878
py_comprehension,nat,20,1.0,49,0.4082,0.2822,0.5475,0.4694,0.8571,0.4082,4.0536,0.5306,0.3878
py_comprehension,nat,20,2.0,49,0.551,0.4131,0.6815,0.6531,0.8571,0.3265,6.3087,0.5714,0.3878
py_comprehension,nat,20,4.0,49,0.551,0.4131,0.6815,0.5714,0.9388,0.4082,9.1378,0.6327,0.3878
py_comprehension,nat,22,0.5,49,0.3673,0.2466,0.5073,0.4286,0.8776,0.5306,3.7066,0.5918,0.3878
py_comprehension,nat,22,1.0,49,0.5306,0.3938,0.663,0.6122,0.8571,0.3673,5.7908,0.6327,0.3878
py_comprehension,nat,22,2.0,49,0.551,0.4131,0.6815,0.5918,0.898,0.3673,9.213,0.7551,0.3878
py_comprehension,nat,22,4.0,49,0.6735,0.5338,0.7879,0.7347,0.8367,0.2653,13.5702,0.8163,0.3878
