task,group,icl_index,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10
capitalize,test,6,18.1601,-6.30929,6.60597,7.54153,-1.71355,6.37143,-11.5373,0.267711,2.19654,1.20969
capitalize,test,7,18.2228,-6.8939,6.88412,7.43485,-1.73514,6.83963,-12.1372,0.425555,1.88585,0.995772
capitalize,test,8,18.3298,-7.09264,7.29682,7.75693,-2.02332,7.19788,-12.6405,0.355308,1.61858,0.656098
capitalize,test,9,18.3168,-7.29674,7.30847,7.56925,-2.14909,7.37218,-13.0271,0.366946,1.45035,0.511325
capitalize,test,10,18.2259,-7.33542,7.36261,7.70513,-2.40553,7.52644,-13.1871,0.0972773,1.58284,0.887585
capitalize_first_letter,test,1,-3.31276,-0.0908732,2.66334,-0.849806,-0.824524,3.32233,3.81195,-0.747043,4.51562,-7.12636
capitalize_first_letter,test,2,9.66607,10.8205,0.927454,0.657506,-1.37575,2.50227,-0.892014,0.217036,2.13345,-0.461621
capitalize_first_letter,test,3,16.2278,11.9832,-2.70403,0.971658,0.172923,1.97956,-3.51238,0.351136,2.28562,2.81222
capitalize_first_letter,test,4,17.7285,12.0344,-4.85271,-0.087263,1.58268,2.25111,-5.11789,-0.313127,2.24868,2.91997
capitalize_first_letter,test,5,19.2175,12.2669,-6.07102,-2.15514,2.58046,3.08841,-5.84926,-0.546946,1.68085,2.34985
capitalize_first_letter,test,6,19.566,12.6796,-7.11517,-2.91005,2.85496,3.5062,-6.61435,-1.06557,1.82087,2.48702
capitalize_first_letter,test,7,19.7405,12.6595,-7.48328,-3.70468,3.11418,3.82749,-6.83328,-1.02032,1.43251,2.22323
capitalize_first_letter,test,8,19.9876,13.0624,-7.66049,-4.37868,3.33185,4.06148,-7.08498,-1.31806,1.25277,2.10701
capitalize_first_letter,test,9,19.7735,13.4381,-8.02795,-4.89503,3.50604,4.24411,-7.28128,-1.55199,1.33978,2.07967
capitalize_first_letter,test,10,19.5593,13.9132,-8.23172,-4.93316,3.72985,4.37404,-7.6633,-1.68329,1.39271,2.15943
landmark-country,test,1,-7.57094,-3.1385,-0.782443,-5.20844,-4.11162,0.947619,3.63222,0.879062,8.49045,-9.26552
landmark-country,test,2,-9.81969,-1.98827,-3.54365,-3.49348,-6.04908,-0.686373,-1.20953,3.14806,4.47053,-6.25627
landmark-country,test,3,-15.2478,-3.78542,-7.82843,-2.51704,-6.52061,-2.77401,-3.67535,4.43679,-1.14362,-4.58066
landmark-country,test,4,-17.196,-5.03431,-9.74649,-2.77417,-6.1679,-3.2539,-4.41345,4.62216,-2.8557,-4.4436
landmark-country,test,5,-18.4879,-5.65042,-10.7273,-3.02223,-6.16144,-3.3423,-5.04381,5.03143,-4.13343,-4.48323
landmark-country,test,6,-19.1254,-5.69626,-11.075,-3.29441,-5.87166,-3.304,-5.00383,4.86661,-4.36903,-4.42654
landmark-country,test,7,-19.8108,-5.93546,-11.3648,-3.54233,-5.7741,-3.30628,-5.19083,4.92702,-5.01402,-4.40942
landmark-country,test,8,-20.4606,-5.86973,-11.3679,-3.53488,-5.63018,-3.29997,-5.38072,5.223,-5.43414,-4.40573
landmark-country,test,9,-20.8627,-5.90768,-11.6037,-3.68599,-5.37948,-3.3491,-5.45644,5.04651,-5.7235,-4.40613
landmark-country,test,10,-21.1991,-5.87301,-11.4974,-3.73629,-5.44449,-3.36268,-5.55828,5.22304,-5.72825,-4.47258
lowercase_first_letter,test,1,-5.28981,-0.161639,-0.286957,-1.86785,-1.89406,3.7244,5.08021,0.408106,6.58659,-7.16652
lowercase_first_letter,test,2,9.15965,11.8756,-0.738647,-0.548002,0.398667,2.24836,-1.59038,-1.37593,2.3519,-2.34148
lowercase_first_letter,test,3,16.1897,12.8595,-4.55312,-3.81761,2.00992,1.83862,-4.45451,-2.37575,0.975211,-0.797726
lowercase_first_letter,test,4,17.3062,12.6657,-6.05161,-5.5489,3.00968,2.38584,-5.39372,-2.80782,0.136747,-1.30775
lowercase_first_letter,test,5,17.6633,12.8371,-6.75916,-6.77799,3.48417,2.70119,-5.8901,-3.14802,-0.335781,-1.72777
lowercase_first_letter,test,6,17.7236,12.9714,-7.08804,-7.31859,3.61123,2.87386,-6.48665,-3.28803,-0.704462,-2.01316
lowercase_first_letter,test,7,17.6676,13.0417,-7.08429,-7.93476,3.83001,3.08292,-6.62926,-3.43817,-1.0469,-2.40678
lowercase_first_letter,test,8,17.4043,13.0288,-7.27045,-8.0107,3.62672,3.00888,-6.82819,-3.79263,-0.995084,-2.55516
lowercase_first_letter,test,9,17.5401,13.2018,-7.18991,-8.46301,3.79485,3.11453,-6.95073,-3.77528,-1.34203,-2.563
lowercase_first_letter,test,10,17.3043,13.2827,-7.04328,-8.59197,3.68856,3.07462,-7.18261,-3.89036,-1.41249,-2.56729
synonym,test,1,-2.9425,-0.5301,3.46735,-0.871008,-0.473789,3.80268,4.05202,-0.230446,3.80135,-7.73167
synonym,test,2,11.4468,-1.30815,4.03747,0.546624,-0.497446,4.69576,0.178152,0.192326,-1.59018,-3.39872
synonym,test,3,15.5793,-7.19415,2.07732,3.21093,0.112999,3.87696,0.267094,-0.0808923,-2.39125,-2.03768
synonym,test,4,15.9975,-9.52383,1.60381,3.57125,0.454855,3.38106,0.0940423,-0.100477,-2.56585,-2.56343
synonym,test,5,15.9436,-10.6556,1.42547,3.5321,0.578443,3.34612,0.151119,0.0914623,-2.66397,-2.91572
synonym,test,6,15.8174,-11.4402,1.46438,3.4261,0.516897,3.38805,-0.104378,0.244129,-2.57066,-2.91999
synonym,test,7,15.8675,-11.9559,1.51451,3.66233,0.457304,3.46962,-0.276423,0.395698,-2.60567,-2.98943
synonym,test,8,15.66,-12.1405,1.36546,3.73041,0.453226,3.44881,-0.54239,0.243494,-2.60193,-2.91288
synonym,test,9,15.5153,-12.3045,1.29259,4.00763,0.477792,3.35646,-0.648674,0.13973,-2.76426,-3.00568
synonym,test,10,15.3274,-12.4018,1.20894,4.08854,0.30196,3.3756,-0.631974,0.0978116,-2.48602,-2.79152
word_length,test,1,-3.11053,-0.104602,2.8385,-0.700435,-0.778875,3.50191,3.99151,-0.63332,4.30402,-7.27636
word_length,test,2,4.14702,11.4283,3.03778,2.98733,-2.29294,1.64289,2.46729,0.527358,1.05477,-2.25215
word_length,test,3,2.49682,15.7018,0.856615,5.40775,-0.538995,1.81627,3.55061,3.81122,-0.491474,-0.474667
word_length,test,4,0.0884732,16.7835,-0.300944,5.33541,1.22762,1.67181,3.64187,4.25713,-0.747792,0.163746
word_length,test,5,-1.44493,17.2345,-0.651536,4.41755,2.72936,1.46108,3.09182,4.25958,-0.61987,0.381536
word_length,test,6,-2.56409,17.4341,-0.668671,4.24265,3.88696,1.31675,2.78229,4.22684,-0.459719,0.806485
word_length,test,7,-3.64007,17.3199,-0.528216,4.20068,5.07465,1.17519,2.41322,4.05155,0.0411136,1.18359
word_length,test,8,-4.04783,17.3701,-0.585252,4.14318,5.40085,1.25723,2.37434,3.97503,0.183848,1.37988
word_length,test,9,-4.17118,17.1962,-0.503066,3.62839,5.73654,1.42243,2.36067,3.82224,0.218127,1.37012
word_length,test,10,-4.67795,17.1519,-0.429389,3.62864,6.01854,1.41759,2.15536,3.76395,0.370485,1.3619
