task,origin,lane,n_shots,n_prompts,accuracy,ci_lo,ci_hi
hypernym_category,new,lexical-semantic,6,50,0.3,0.191,0.4375
initials_two_words,new,orthographic,0,50,0.0,0.0,0.0714
initials_two_words,new,orthographic,1,50,0.0,0.0,0.0714
initials_two_words,new,orthographic,2,50,0.32,0.2076,0.4581
initials_two_words,new,orthographic,3,50,0.48,0.348,0.6149
initials_two_words,new,orthographic,4,50,0.54,0.404,0.6703
initials_two_words,new,orthographic,5,50,0.68,0.5419,0.7924
initials_two_words,new,orthographic,6,50,0.64,0.5014,0.7586
iso_date_to_month,new,dates,0,50,0.0,0.0,0.0714
iso_date_to_month,new,dates,1,50,0.34,0.2244,0.4785
iso_date_to_month,new,dates,2,50,0.7,0.5625,0.809
iso_date_to_month,new,dates,3,50,0.92,0.8116,0.9685
iso_date_to_month,new,dates,4,50,0.94,0.8378,0.9794
iso_date_to_month,new,dates,5,50,0.96,0.8654,0.989
iso_date_to_month,new,dates,6,50,0.9,0.7864,0.9565
iso_date_year_plus_one,new,dates,0,50,0.0,0.0,0.0714
iso_date_year_plus_one,new,dates,1,50,0.2,0.1124,0.3304
iso_date_year_plus_one,new,dates,2,50,0.3,0.191,0.4375
iso_date_year_plus_one,new,dates,3,50,0.68,0.5419,0.7924
iso_date_year_plus_one,new,dates,4,50,0.84,0.7149,0.9166
iso_date_year_plus_one,new,dates,5,50,0.88,0.7619,0.9438
iso_date_year_plus_one,new,dates,6,50,0.94,0.8378,0.9794
landmark-country,original_abstractive,,0,50,0.0,0.0,0.0714
landmark-country,original_abstractive,,1,50,0.2,0.1124,0.3304
landmark-country,original_abstractive,,2,50,0.42,0.2937,0.5577
landmark-country,original_abstractive,,3,50,0.52,0.3851,0.652
landmark-country,original_abstractive,,4,50,0.6,0.4618,0.7239
landmark-country,original_abstractive,,5,50,0.44,0.3116,0.5769
landmark-country,original_abstractive,,6,50,0.46,0.3297,0.596
language_identification,new,word_classification,0,50,0.0,0.0,0.0714
language_identification,new,word_classification,1,50,0.16,0.0834,0.2851
language_identification,new,word_classification,2,50,0.48,0.348,0.6149
language_identification,new,word_classification,3,50,0.6,0.4618,0.7239
language_identification,new,word_classification,4,50,0.46,0.3297,0.596
language_identification,new,word_classification,5,50,0.7,0.5625,0.809
language_identification,new,word_classification,6,50,0.64,0.5014,0.7586
larger_of_pair,new,comparison,0,50,0.0,0.0,0.0714
larger_of_pair,new,comparison,1,50,0.24,0.143,0.3741
larger_of_pair,new,comparison,2,50,0.24,0.143,0.3741
larger_of_pair,new,comparison,3,50,0.38,0.2586,0.5185
larger_of_pair,new,comparison,4,50,0.42,0.2937,0.5577
larger_of_pair,new,comparison,5,50,0.4,0.2761,0.5382
larger_of_pair,new,comparison,6,50,0.44,0.3116,0.5769
larger_than_1000,new,classification,0,50,0.0,0.0,0.0714
larger_than_1000,new,classification,1,50,0.24,0.143,0.3741
larger_than_1000,new,classification,2,50,0.22,0.1275,0.3524
larger_than_1000,new,classification,3,50,0.46,0.3297,0.596
larger_than_1000,new,classification,4,50,0.56,0.4231,0.6884
larger_than_1000,new,classification,5,50,0.62,0.4815,0.7414
larger_than_1000,new,classification,6,50,0.48,0.348,0.6149
largest_digit,new,digit_query,0,50,0.0,0.0,0.0714
largest_digit,new,digit_query,1,50,0.04,0.011,0.1346
largest_digit,new,digit_query,2,50,0.08,0.0315,0.1884
largest_digit,new,digit_query,3,50,0.12,0.0562,0.2381
largest_digit,new,digit_query,4,50,0.16,0.0834,0.2851
largest_digit,new,digit_query,5,50,0.16,0.0834,0.2851
largest_digit,new,digit_query,6,50,0.14,0.0695,0.2619
last_digit,new,digit_query,0,50,0.0,0.0,0.0714
last_digit,new,digit_query,1,50,0.04,0.011,0.1346
last_digit,new,digit_query,2,50,0.04,0.011,0.1346
last_digit,new,digit_query,3,50,0.06,0.0206,0.1622
last_digit,new,digit_query,4,50,0.04,0.011,0.1346
last_digit,new,digit_query,5,50,0.06,0.0206,0.1622
last_digit,new,digit_query,6,50,0.14,0.0695,0.2619
last_two_letters,new,orthographic,0,50,0.0,0.0,0.0714
last_two_letters,new,orthographic,1,50,0.0,0.0,0.0714
last_two_letters,new,orthographic,2,50,0.0,0.0,0.0714
last_two_letters,new,orthographic,3,50,0.0,0.0,0.0714
last_two_letters,new,orthographic,4,50,0.0,0.0,0.0714
last_two_letters,new,orthographic,5,50,0.02,0.0035,0.105
last_two_letters,new,orthographic,6,50,0.02,0.0035,0.105
last_vowel,new,orthographic,0,50,0.0,0.0,0.0714
last_vowel,new,orthographic,1,50,0.06,0.0206,0.1622
last_vowel,new,orthographic,2,50,0.04,0.011,0.1346
last_vowel,new,orthographic,3,50,0.14,0.0695,0.2619
last_vowel,new,orthographic,4,50,0.12,0.0562,0.2381
last_vowel,new,orthographic,5,50,0.18,0.0977,0.308
last_vowel,new,orthographic,6,50,0.06,0.0206,0.1622
living_nonliving,new,semantic_classification,0,50,0.0,0.0,0.0714
living_nonliving,new,semantic_classification,1,50,0.02,0.0035,0.105
living_nonliving,new,semantic_classification,2,50,0.18,0.0977,0.308
living_nonliving,new,semantic_classification,3,50,0.34,0.2244,0.4785
living_nonliving,new,semantic_classification,4,50,0.4,0.2761,0.5382
living_nonliving,new,semantic_classification,5,50,0.58,0.4423,0.7063
living_nonliving,new,semantic_classification,6,50,0.5,0.3664,0.6336
lowercase_first_letter,original_abstractive,,0,50,0.0,0.0,0.0714
lowercase_first_letter,original_abstractive,,1,50,0.08,0.0315,0.1884
lowercase_first_letter,original_abstractive,,2,50,0.36,0.2414,0.4986
lowercase_first_letter,original_abstractive,,3,50,0.58,0.4423,0.7063
lowercase_first_letter,original_abstractive,,4,50,0.56,0.4231,0.6884
lowercase_first_letter,original_abstractive,,5,50,0.6,0.4618,0.7239
lowercase_first_letter,original_abstractive,,6,50,0.56,0.4231,0.6884
lowercase_last_letter,original_abstractive,,0,50,0.0,0.0,0.0714
lowercase_last_letter,original_abstractive,,1,50,0.02,0.0035,0.105
lowercase_last_letter,original_abstractive,,2,50,0.0,0.0,0.0714
lowercase_last_letter,original_abstractive,,3,50,0.14,0.0695,0.2619
lowercase_last_letter,original_abstractive,,4,50,0.08,0.0315,0.1884
lowercase_last_letter,original_abstractive,,5,50,0.14,0.0695,0.2619
lowercase_last_letter,original_abstractive,,6,50,0.08,0.0315,0.1884
lowercase_word,new,orthographic,0,50,0.0,0.0,0.0714
lowercase_word,new,orthographic,1,50,0.6,0.4618,0.7239
lowercase_word,new,orthographic,2,50,0.84,0.7149,0.9166
lowercase_word,new,orthographic,3,50,0.76,0.6259,0.857
lowercase_word,new,orthographic,4,50,0.86,0.7381,0.9305
lowercase_word,new,orthographic,5,50,0.94,0.8378,0.9794
lowercase_word,new,orthographic,6,50,0.96,0.8654,0.989
minus_ten,new,arithmetic,0,50,0.0,0.0,0.0714
minus_ten,new,arithmetic,1,50,0.04,0.011,0.1346
minus_ten,new,arithmetic,2,50,0.06,0.0206,0.1622
minus_ten,new,arithmetic,3,50,0.14,0.0695,0.2619
minus_ten,new,arithmetic,4,50,0.16,0.0834,0.2851
minus_ten,new,arithmetic,5,50,0.2,0.1124,0.3304
minus_ten,new,arithmetic,6,50,0.3,0.191,0.4375
national_parks,original_abstractive,,0,50,0.0,0.0,0.0714
national_parks,original_abstractive,,1,50,0.34,0.2244,0.4785
national_parks,original_abstractive,,2,50,0.58,0.4423,0.7063
national_parks,original_abstractive,,3,50,0.48,0.348,0.6149
national_parks,original_abstractive,,4,50,0.48,0.348,0.6149
national_parks,original_abstractive,,5,50,0.56,0.4231,0.6884
national_parks,original_abstractive,,6,50,0.62,0.4815,0.7414
nato_first_letter,new,orthographic,0,50,0.0,0.0,0.0714
nato_first_letter,new,orthographic,1,50,0.02,0.0035,0.105
nato_first_letter,new,orthographic,2,50,0.04,0.011,0.1346
nato_first_letter,new,orthographic,3,50,0.06,0.0206,0.1622
nato_first_letter,new,orthographic,4,50,0.08,0.0315,0.1884
nato_first_letter,new,orthographic,5,50,0.02,0.0035,0.105
nato_first_letter,new,orthographic,6,50,0.04,0.011,0.1346
natural_manmade,new,semantic_classification,0,50,0.0,0.0,0.0714
natural_manmade,new,semantic_classification,1,50,0.08,0.0315,0.1884
natural_manmade,new,semantic_classification,2,50,0.24,0.143,0.3741
natural_manmade,new,semantic_classification,3,50,0.26,0.1587,0.3955
natural_manmade,new,semantic_classification,4,50,0.52,0.3851,0.652
natural_manmade,new,semantic_classification,5,50,0.66,0.5215,0.7756
natural_manmade,new,semantic_classification,6,50,0.58,0.4423,0.7063
next_capital_letter,original_abstractive,,0,50,0.0,0.0,0.0714
next_capital_letter,original_abstractive,,1,50,0.0,0.0,0.0714
next_capital_letter,original_abstractive,,2,50,0.04,0.011,0.1346
next_capital_letter,original_abstractive,,3,50,0.04,0.011,0.1346
next_capital_letter,original_abstractive,,4,50,0.02,0.0035,0.105
next_capital_letter,original_abstractive,,5,50,0.04,0.011,0.1346
next_capital_letter,original_abstractive,,6,50,0.0,0.0,0.0714
next_in_group,original_abstractive,,0,50,0.0,0.0,0.0714
next_in_group,original_abstractive,,1,50,0.08,0.0315,0.1884
next_in_group,original_abstractive,,2,50,0.08,0.0315,0.1884
next_in_group,original_abstractive,,3,50,0.0,0.0,0.0714
next_in_group,original_abstractive,,4,50,0.02,0.0035,0.105
next_in_group,original_abstractive,,5,50,0.04,0.011,0.1346
next_in_group,original_abstractive,,6,50,0.08,0.0315,0.1884
next_in_period,original_abstractive,,0,50,0.0,0.0,0.0714
next_in_period,original_abstractive,,1,50,0.04,0.011,0.1346
next_in_period,original_abstractive,,2,50,0.08,0.0315,0.1884
next_in_period,original_abstractive,,3,50,0.06,0.0206,0.1622
next_in_period,original_abstractive,,4,50,0.06,0.0206,0.1622
next_in_period,original_abstractive,,5,50,0.08,0.0315,0.1884
next_in_period,original_abstractive,,6,50,0.08,0.0315,0.1884
next_item,original_abstractive,,0,50,0.02,0.0035,0.105
next_item,original_abstractive,,1,50,0.1,0.0435,0.2136
next_item,original_abstractive,,2,50,0.38,0.2586,0.5185
next_item,original_abstractive,,3,50,0.34,0.2244,0.4785
next_item,original_abstractive,,4,50,0.28,0.1747,0.4167
next_item,original_abstractive,,5,50,0.38,0.2586,0.5185
next_item,original_abstractive,,6,50,0.4,0.2761,0.5382
next_letter_of_last_letter,new,orthographic,0,50,0.0,0.0,0.0714
next_letter_of_last_letter,new,orthographic,1,50,0.02,0.0035,0.105
next_letter_of_last_letter,new,orthographic,2,50,0.02,0.0035,0.105
next_letter_of_last_letter,new,orthographic,3,50,0.04,0.011,0.1346
next_letter_of_last_letter,new,orthographic,4,50,0.1,0.0435,0.2136
next_letter_of_last_letter,new,orthographic,5,50,0.08,0.0315,0.1884
next_letter_of_last_letter,new,orthographic,6,50,0.0,0.0,0.0714
next_month_of_date,new,dates,0,50,0.0,0.0,0.0714
next_month_of_date,new,dates,1,50,0.14,0.0695,0.2619
next_month_of_date,new,dates,2,50,0.32,0.2076,0.4581
next_month_of_date,new,dates,3,50,0.36,0.2414,0.4986
next_month_of_date,new,dates,4,50,0.58,0.4423,0.7063
next_month_of_date,new,dates,5,50,0.54,0.404,0.6703
next_month_of_date,new,dates,6,50,0.7,0.5625,0.809
next_number_digits,original_abstractive,,0,50,0.0,0.0,0.0714
next_number_digits,original_abstractive,,1,50,0.34,0.2244,0.4785
next_number_digits,original_abstractive,,2,50,0.64,0.5014,0.7586
next_number_digits,original_abstractive,,3,50,0.78,0.6476,0.8725
next_number_digits,original_abstractive,,4,50,0.84,0.7149,0.9166
next_number_digits,original_abstractive,,5,50,0.92,0.8116,0.9685
next_number_digits,original_abstractive,,6,50,0.78,0.6476,0.8725
noun_possessive,new,morphology-inflection,0,50,0.0,0.0,0.0714
noun_possessive,new,morphology-inflection,1,50,0.26,0.1587,0.3955
noun_possessive,new,morphology-inflection,2,50,0.72,0.5833,0.8253
noun_possessive,new,morphology-inflection,3,50,0.78,0.6476,0.8725
noun_possessive,new,morphology-inflection,4,50,0.96,0.8654,0.989
noun_possessive,new,morphology-inflection,5,50,0.86,0.7381,0.9305
noun_possessive,new,morphology-inflection,6,50,0.92,0.8116,0.9685
number_word_to_digits,new,numeric_sequence,0,50,0.0,0.0,0.0714
number_word_to_digits,new,numeric_sequence,1,50,0.42,0.2937,0.5577
number_word_to_digits,new,numeric_sequence,2,50,0.58,0.4423,0.7063
number_word_to_digits,new,numeric_sequence,3,50,0.66,0.5215,0.7756
number_word_to_digits,new,numeric_sequence,4,50,0.7,0.5625,0.809
number_word_to_digits,new,numeric_sequence,5,50,0.78,0.6476,0.8725
number_word_to_digits,new,numeric_sequence,6,50,0.68,0.5419,0.7924
ordinal_suffix,new,formatting,0,50,0.0,0.0,0.0714
ordinal_suffix,new,formatting,1,50,0.4,0.2761,0.5382
ordinal_suffix,new,formatting,2,50,0.72,0.5833,0.8253
ordinal_suffix,new,formatting,3,50,0.68,0.5419,0.7924
ordinal_suffix,new,formatting,4,50,0.74,0.6045,0.8413
ordinal_suffix,new,formatting,5,50,0.88,0.7619,0.9438
ordinal_suffix,new,formatting,6,50,0.84,0.7149,0.9166
parity_even_odd,new,classification,0,50,0.0,0.0,0.0714
parity_even_odd,new,classification,1,50,0.06,0.0206,0.1622
parity_even_odd,new,classification,2,50,0.32,0.2076,0.4581
parity_even_odd,new,classification,3,50,0.42,0.2937,0.5577
parity_even_odd,new,classification,4,50,0.48,0.348,0.6149
parity_even_odd,new,classification,5,50,0.46,0.3297,0.596
parity_even_odd,new,classification,6,50,0.46,0.3297,0.596
park-country,original_abstractive,,0,50,0.0,0.0,0.0714
park-country,original_abstractive,,1,50,0.34,0.2244,0.4785
park-country,original_abstractive,,2,50,0.3,0.191,0.4375
park-country,original_abstractive,,3,50,0.34,0.2244,0.4785
park-country,original_abstractive,,4,50,0.42,0.2937,0.5577
park-country,original_abstractive,,5,50,0.46,0.3297,0.596
park-country,original_abstractive,,6,50,0.4,0.2761,0.5382
past_to_base,new,morphology-inflection,0,50,0.02,0.0035,0.105
past_to_base,new,morphology-inflection,1,50,0.2,0.1124,0.3304
past_to_base,new,morphology-inflection,2,50,0.5,0.3664,0.6336
past_to_base,new,morphology-inflection,3,50,0.54,0.404,0.6703
past_to_base,new,morphology-inflection,4,50,0.62,0.4815,0.7414
past_to_base,new,morphology-inflection,5,50,0.72,0.5833,0.8253
past_to_base,new,morphology-inflection,6,50,0.68,0.5419,0.7924
percent_to_decimal,new,formatting,0,50,0.0,0.0,0.0714
percent_to_decimal,new,formatting,1,50,0.3,0.191,0.4375
percent_to_decimal,new,formatting,2,50,0.62,0.4815,0.7414
percent_to_decimal,new,formatting,3,50,0.6,0.4618,0.7239
percent_to_decimal,new,formatting,4,50,0.76,0.6259,0.857
percent_to_decimal,new,formatting,5,50,0.76,0.6259,0.857
percent_to_decimal,new,formatting,6,50,0.78,0.6476,0.8725
person-instrument,original_abstractive,,0,50,0.0,0.0,0.0714
person-instrument,original_abstractive,,1,50,0.2,0.1124,0.3304
person-instrument,original_abstractive,,2,50,0.12,0.0562,0.2381
person-instrument,original_abstractive,,3,50,0.18,0.0977,0.308
person-instrument,original_abstractive,,4,50,0.14,0.0695,0.2619
person-instrument,original_abstractive,,5,50,0.24,0.143,0.3741
person-instrument,original_abstractive,,6,50,0.3,0.191,0.4375
person-occupation,original_abstractive,,0,50,0.0,0.0,0.0714
person-occupation,original_abstractive,,1,50,0.02,0.0035,0.105
person-occupation,original_abstractive,,2,50,0.08,0.0315,0.1884
person-occupation,original_abstractive,,3,50,0.04,0.011,0.1346
person-occupation,original_abstractive,,4,50,0.14,0.0695,0.2619
person-occupation,original_abstractive,,5,50,0.1,0.0435,0.2136
person-occupation,original_abstractive,,6,50,0.12,0.0562,0.2381
person-sport,original_abstractive,,0,50,0.0,0.0,0.0714
person-sport,original_abstractive,,1,50,0.36,0.2414,0.4986
person-sport,original_abstractive,,2,50,0.6,0.4618,0.7239
person-sport,original_abstractive,,3,50,0.66,0.5215,0.7756
person-sport,original_abstractive,,4,50,0.6,0.4618,0.7239
person-sport,original_abstractive,,5,50,0.6,0.4618,0.7239
person-sport,original_abstractive,,6,50,0.7,0.5625,0.809
person_place_thing,new,semantic_classification,0,50,0.0,0.0,0.0714
person_place_thing,new,semantic_classification,1,50,0.06,0.0206,0.1622
person_place_thing,new,semantic_classification,2,50,0.3,0.191,0.4375
person_place_thing,new,semantic_classification,3,50,0.4,0.2761,0.5382
person_place_thing,new,semantic_classification,4,50,0.44,0.3116,0.5769
person_place_thing,new,semantic_classification,5,50,0.5,0.3664,0.6336
person_place_thing,new,semantic_classification,6,50,0.6,0.4618,0.7239
plural_to_singular,new,morphology-inflection,0,50,0.02,0.0035,0.105
plural_to_singular,new,morphology-inflection,1,50,0.26,0.1587,0.3955
plural_to_singular,new,morphology-inflection,2,50,0.46,0.3297,0.596
plural_to_singular,new,morphology-inflection,3,50,0.52,0.3851,0.652
plural_to_singular,new,morphology-inflection,4,50,0.66,0.5215,0.7756
plural_to_singular,new,morphology-inflection,5,50,0.8,0.6696,0.8876
plural_to_singular,new,morphology-inflection,6,50,0.78,0.6476,0.8725
plus_hundred,new,arithmetic,0,50,0.0,0.0,0.0714
plus_hundred,new,arithmetic,1,50,0.04,0.011,0.1346
plus_hundred,new,arithmetic,2,50,0.06,0.0206,0.1622
plus_hundred,new,arithmetic,3,50,0.1,0.0435,0.2136
plus_hundred,new,arithmetic,4,50,0.24,0.143,0.3741
plus_hundred,new,arithmetic,5,50,0.3,0.191,0.4375
plus_hundred,new,arithmetic,6,50,0.22,0.1275,0.3524
plus_ten,new,arithmetic,0,50,0.0,0.0,0.0714
plus_ten,new,arithmetic,1,50,0.08,0.0315,0.1884
plus_ten,new,arithmetic,2,50,0.26,0.1587,0.3955
plus_ten,new,arithmetic,3,50,0.36,0.2414,0.4986
plus_ten,new,arithmetic,4,50,0.3,0.191,0.4375
plus_ten,new,arithmetic,5,50,0.42,0.2937,0.5577
plus_ten,new,arithmetic,6,50,0.48,0.348,0.6149
pos_label,new,word-property,0,50,0.0,0.0,0.0714
pos_label,new,word-property,1,50,0.12,0.0562,0.2381
pos_label,new,word-property,2,50,0.32,0.2076,0.4581
pos_label,new,word-property,3,50,0.52,0.3851,0.652
pos_label,new,word-property,4,50,0.58,0.4423,0.7063
pos_label,new,word-property,5,50,0.7,0.5625,0.809
pos_label,new,word-property,6,50,0.62,0.4815,0.7414
present-past,original_abstractive,,0,50,0.0,0.0,0.0714
present-past,original_abstractive,,1,50,0.26,0.1587,0.3955
present-past,original_abstractive,,2,50,0.54,0.404,0.6703
present-past,original_abstractive,,3,50,0.66,0.5215,0.7756
present-past,original_abstractive,,4,50,0.78,0.6476,0.8725
present-past,original_abstractive,,5,50,0.84,0.7149,0.9166
present-past,original_abstractive,,6,50,0.9,0.7864,0.9565
prev_capital_letter,new,orthographic,0,50,0.0,0.0,0.0714
prev_capital_letter,new,orthographic,1,50,0.02,0.0035,0.105
prev_capital_letter,new,orthographic,2,50,0.06,0.0206,0.1622
prev_capital_letter,new,orthographic,3,50,0.06,0.0206,0.1622
prev_capital_letter,new,orthographic,4,50,0.04,0.011,0.1346
prev_capital_letter,new,orthographic,5,50,0.04,0.011,0.1346
prev_capital_letter,new,orthographic,6,50,0.04,0.011,0.1346
prev_item,original_abstractive,,0,50,0.02,0.0035,0.105
prev_item,original_abstractive,,1,50,0.08,0.0315,0.1884
prev_item,original_abstractive,,2,50,0.2,0.1124,0.3304
prev_item,original_abstractive,,3,50,0.1,0.0435,0.2136
prev_item,original_abstractive,,4,50,0.24,0.143,0.3741
prev_item,original_abstractive,,5,50,0.2,0.1124,0.3304
prev_item,original_abstractive,,6,50,0.28,0.1747,0.4167
prev_number_digits,original_abstractive,,0,50,0.0,0.0,0.0714
prev_number_digits,original_abstractive,,1,50,0.24,0.143,0.3741
prev_number_digits,original_abstractive,,2,50,0.52,0.3851,0.652
prev_number_digits,original_abstractive,,3,50,0.74,0.6045,0.8413
prev_number_digits,original_abstractive,,4,50,0.64,0.5014,0.7586
prev_number_digits,original_abstractive,,5,50,0.82,0.692,0.9023
prev_number_digits,original_abstractive,,6,50,0.86,0.7381,0.9305
product-company,original_abstractive,,0,50,0.0,0.0,0.0714
product-company,original_abstractive,,1,50,0.26,0.1587,0.3955
product-company,original_abstractive,,2,50,0.26,0.1587,0.3955
product-company,original_abstractive,,3,50,0.44,0.3116,0.5769
product-company,original_abstractive,,4,50,0.42,0.2937,0.5577
product-company,original_abstractive,,5,50,0.54,0.404,0.6703
product-company,original_abstractive,,6,50,0.46,0.3297,0.596
remove_first_letter,new,orthographic,0,50,0.0,0.0,0.0714
remove_first_letter,new,orthographic,1,50,0.0,0.0,0.0714
remove_first_letter,new,orthographic,2,50,0.04,0.011,0.1346
remove_first_letter,new,orthographic,3,50,0.0,0.0,0.0714
remove_first_letter,new,orthographic,4,50,0.0,0.0,0.0714
remove_first_letter,new,orthographic,5,50,0.0,0.0,0.0714
remove_first_letter,new,orthographic,6,50,0.0,0.0,0.0714
remove_last_letter,new,orthographic,0,50,0.0,0.0,0.0714
remove_last_letter,new,orthographic,1,50,0.0,0.0,0.0714
remove_last_letter,new,orthographic,2,50,0.04,0.011,0.1346
remove_last_letter,new,orthographic,3,50,0.06,0.0206,0.1622
remove_last_letter,new,orthographic,4,50,0.14,0.0695,0.2619
remove_last_letter,new,orthographic,5,50,0.04,0.011,0.1346
remove_last_letter,new,orthographic,6,50,0.22,0.1275,0.3524
rhyme,original_abstractive,,0,50,0.0,0.0,0.0714
rhyme,original_abstractive,,1,50,0.0,0.0,0.0714
rhyme,original_abstractive,,2,50,0.0,0.0,0.0714
rhyme,original_abstractive,,3,50,0.0,0.0,0.0714
rhyme,original_abstractive,,4,50,0.0,0.0,0.0714
rhyme,original_abstractive,,5,50,0.0,0.0,0.0714
rhyme,original_abstractive,,6,50,0.0,0.0,0.0714
round_down_to_hundred,new,arithmetic,0,50,0.0,0.0,0.0714
round_down_to_hundred,new,arithmetic,1,50,0.1,0.0435,0.2136
round_down_to_hundred,new,arithmetic,2,50,0.06,0.0206,0.1622
round_down_to_hundred,new,arithmetic,3,50,0.2,0.1124,0.3304
round_down_to_hundred,new,arithmetic,4,50,0.24,0.143,0.3741
round_down_to_hundred,new,arithmetic,5,50,0.32,0.2076,0.4581
round_down_to_hundred,new,arithmetic,6,50,0.3,0.191,0.4375
round_up_to_ten,new,arithmetic,0,50,0.02,0.0035,0.105
round_up_to_ten,new,arithmetic,1,50,0.0,0.0,0.0714
round_up_to_ten,new,arithmetic,2,50,0.06,0.0206,0.1622
round_up_to_ten,new,arithmetic,3,50,0.2,0.1124,0.3304
round_up_to_ten,new,arithmetic,4,50,0.38,0.2586,0.5185
round_up_to_ten,new,arithmetic,5,50,0.38,0.2586,0.5185
round_up_to_ten,new,arithmetic,6,50,0.28,0.1747,0.4167
second_digit,new,digit_query,0,50,0.0,0.0,0.0714
second_digit,new,digit_query,1,50,0.04,0.011,0.1346
second_digit,new,digit_query,2,50,0.04,0.011,0.1346
second_digit,new,digit_query,3,50,0.06,0.0206,0.1622
second_digit,new,digit_query,4,50,0.04,0.011,0.1346
second_digit,new,digit_query,5,50,0.1,0.0435,0.2136
second_digit,new,digit_query,6,50,0.14,0.0695,0.2619
sentiment,original_abstractive,,0,50,0.0,0.0,0.0714
sentiment,original_abstractive,,1,50,0.24,0.143,0.3741
sentiment,original_abstractive,,2,50,0.52,0.3851,0.652
sentiment,original_abstractive,,3,50,0.5,0.3664,0.6336
sentiment,original_abstractive,,4,50,0.54,0.404,0.6703
sentiment,original_abstractive,,5,50,0.62,0.4815,0.7414
sentiment,original_abstractive,,6,50,0.64,0.5014,0.7586
singular-plural,original_abstractive,,0,50,0.0,0.0,0.0714
singular-plural,original_abstractive,,1,50,0.42,0.2937,0.5577
singular-plural,original_abstractive,,2,50,0.68,0.5419,0.7924
singular-plural,original_abstractive,,3,50,0.76,0.6259,0.857
singular-plural,original_abstractive,,4,50,0.92,0.8116,0.9685
singular-plural,original_abstractive,,5,50,0.88,0.7619,0.9438
singular-plural,original_abstractive,,6,50,0.92,0.8116,0.9685
singular_or_plural,new,grammatical_classification,0,50,0.0,0.0,0.0714
singular_or_plural,new,grammatical_classification,1,50,0.18,0.0977,0.308
singular_or_plural,new,grammatical_classification,2,50,0.32,0.2076,0.4581
singular_or_plural,new,grammatical_classification,3,50,0.6,0.4618,0.7239
singular_or_plural,new,grammatical_classification,4,50,0.46,0.3297,0.596
singular_or_plural,new,grammatical_classification,5,50,0.46,0.3297,0.596
singular_or_plural,new,grammatical_classification,6,50,0.64,0.5014,0.7586
smaller_of_pair,new,comparison,0,50,0.0,0.0,0.0714
smaller_of_pair,new,comparison,1,50,0.38,0.2586,0.5185
smaller_of_pair,new,comparison,2,50,0.3,0.191,0.4375
smaller_of_pair,new,comparison,3,50,0.38,0.2586,0.5185
smaller_of_pair,new,comparison,4,50,0.46,0.3297,0.596
smaller_of_pair,new,comparison,5,50,0.42,0.2937,0.5577
smaller_of_pair,new,comparison,6,50,0.56,0.4231,0.6884
spanish-english,new,translation,0,50,0.0,0.0,0.0714
spanish-english,new,translation,1,50,0.36,0.2414,0.4986
spanish-english,new,translation,2,50,0.56,0.4231,0.6884
spanish-english,new,translation,3,50,0.6,0.4618,0.7239
spanish-english,new,translation,4,50,0.72,0.5833,0.8253
spanish-english,new,translation,5,50,0.56,0.4231,0.6884
spanish-english,new,translation,6,50,0.72,0.5833,0.8253
spanish_noun_gender,new,linguistic_knowledge,0,50,0.0,0.0,0.0714
spanish_noun_gender,new,linguistic_knowledge,1,50,0.3,0.191,0.4375
spanish_noun_gender,new,linguistic_knowledge,2,50,0.46,0.3297,0.596
spanish_noun_gender,new,linguistic_knowledge,3,50,0.52,0.3851,0.652
spanish_noun_gender,new,linguistic_knowledge,4,50,0.54,0.404,0.6703
spanish_noun_gender,new,linguistic_knowledge,5,50,0.68,0.5419,0.7924
spanish_noun_gender,new,linguistic_knowledge,6,50,0.66,0.5215,0.7756
starts_with_vowel,new,orthographic,0,50,0.0,0.0,0.0714
starts_with_vowel,new,orthographic,1,50,0.14,0.0695,0.2619
starts_with_vowel,new,orthographic,2,50,0.18,0.0977,0.308
starts_with_vowel,new,orthographic,3,50,0.36,0.2414,0.4986
starts_with_vowel,new,orthographic,4,50,0.38,0.2586,0.5185
starts_with_vowel,new,orthographic,5,50,0.38,0.2586,0.5185
starts_with_vowel,new,orthographic,6,50,0.44,0.3116,0.5769
strip_prefix,new,morphology-derivation,0,50,0.0,0.0,0.0714
strip_prefix,new,morphology-derivation,1,50,0.04,0.011,0.1346
strip_prefix,new,morphology-derivation,2,50,0.22,0.1275,0.3524
strip_prefix,new,morphology-derivation,3,50,0.24,0.143,0.3741
strip_prefix,new,morphology-derivation,4,50,0.28,0.1747,0.4167
strip_prefix,new,morphology-derivation,5,50,0.28,0.1747,0.4167
strip_prefix,new,morphology-derivation,6,50,0.24,0.143,0.3741
syllable_count,new,morphology_lexical,0,50,0.0,0.0,0.0714
syllable_count,new,morphology_lexical,1,50,0.08,0.0315,0.1884
syllable_count,new,morphology_lexical,2,50,0.14,0.0695,0.2619
syllable_count,new,morphology_lexical,3,50,0.22,0.1275,0.3524
syllable_count,new,morphology_lexical,4,50,0.14,0.0695,0.2619
syllable_count,new,morphology_lexical,5,50,0.24,0.143,0.3741
syllable_count,new,morphology_lexical,6,50,0.26,0.1587,0.3955
synonym,original_abstractive,,0,50,0.02,0.0035,0.105
synonym,original_abstractive,,1,50,0.0,0.0,0.0714
synonym,original_abstractive,,2,50,0.06,0.0206,0.1622
synonym,original_abstractive,,3,50,0.14,0.0695,0.2619
